<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220527,173500,32872.05,32885.30,32858.70,32867.30,1001
20220527,174000,32867.13,32870.40,32836.37,32863.00,1014
20220527,174500,32862.63,32882.46,32838.96,32882.46,983
20220527,175000,32881.91,32887.51,32862.30,32871.46,876
20220527,175500,32872.94,32877.55,32848.08,32850.65,967
20220527,180000,32851.02,32871.46,32835.63,32859.60,1098
20220527,180500,32859.69,32890.55,32850.67,32890.30,1052
20220527,181000,32889.65,32920.46,32883.13,32915.46,950
20220527,181500,32914.30,32950.91,32907.63,32942.30,933
20220527,182000,32942.94,32953.13,32932.65,32934.30,876
20220527,182500,32934.20,32944.94,32925.13,32940.30,905
20220527,183000,32940.92,32962.91,32930.67,32942.71,933
20220527,183500,32943.05,32954.67,32916.67,32939.20,891
20220527,184000,32940.46,32984.65,32934.67,32970.00,857
20220527,184500,32970.13,32994.46,32964.05,32985.51,864
20220527,185000,32984.89,32992.96,32967.65,32971.60,723
20220527,185500,32972.05,32984.60,32970.20,32984.60,679
20220527,190000,32985.20,33007.58,32982.69,32988.89,696
20220527,190500,32987.08,32993.13,32970.60,32981.80,635
20220527,191000,32982.40,33003.96,32980.60,33001.94,658
20220527,191500,33002.30,33004.88,32974.70,32995.96,725
20220527,192000,32995.63,32997.65,32965.65,32966.08,715
20220527,192500,32966.94,32994.63,32964.92,32992.05,687
20220527,193000,32992.30,33000.30,32980.00,32981.89,698
20220527,193500,32983.03,32990.45,32961.60,32986.00,681
20220527,194000,32988.30,32996.40,32981.63,32991.46,624
20220527,194500,32991.51,32995.88,32964.55,32964.55,696
20220527,195000,32964.94,32988.46,32954.65,32985.46,727
20220527,195500,32985.30,32998.96,32978.69,32984.30,636
20220527,200000,32984.05,32993.05,32973.71,32990.90,695
20220527,200500,32991.00,33015.96,32985.80,33009.65,731
20220527,201000,33009.55,33017.25,32984.05,32989.58,669
20220527,201500,32988.08,32993.51,32976.13,32986.69,649
20220527,202000,32986.94,32992.51,32963.13,32975.51,656
20220527,202500,32974.65,32978.67,32961.03,32974.30,611
20220527,203000,32975.00,32991.00,32968.40,32972.69,566
20220527,203500,32973.30,32973.30,32949.30,32950.30,602
20220527,204000,32950.02,32955.40,32935.71,32945.30,743
20220527,204500,32945.94,32957.96,32939.30,32955.69,640
20220527,205000,32956.03,32964.40,32952.00,32956.30,568
20220527,205500,32956.08,32965.96,32946.63,32965.96,585
20220527,210000,32966.03,32971.05,32950.72,32963.30,670
20220527,210500,32963.13,32987.60,32949.30,32987.00,546
20220527,211000,32989.30,32989.90,32974.89,32982.91,494
20220527,211500,32982.46,32995.60,32979.40,32995.30,488
20220527,212000,32994.65,32996.88,32984.65,32991.91,436
20220527,212500,32992.05,32992.91,32981.13,32982.63,453
20220527,213000,32982.91,32994.46,32981.60,32990.87,459
20220527,213500,32990.67,33008.96,32978.60,32985.65,568
20220527,214000,32986.00,32995.55,32969.46,32993.20,796
20220527,214500,32993.30,33004.94,32988.63,33002.40,623
20220527,215000,33001.60,33015.13,32992.92,33002.90,590
20220527,215500,33003.05,33027.94,33003.05,33025.96,634
20220527,220000,33026.05,33051.40,33019.55,33051.30,731
20220527,220500,33051.92,33097.46,33048.51,33093.46,761
20220527,221000,33094.05,33099.30,33076.13,33090.30,653
20220527,221500,33090.02,33096.46,33071.46,33093.55,676
20220527,222000,33093.05,33126.08,33083.90,33122.46,621
20220527,222500,33122.71,33141.96,33121.67,33132.63,655
20220527,223000,33132.30,33155.91,33128.46,33132.62,748
20220527,223500,33129.41,33131.07,33091.67,33108.70,915
20220527,224000,33108.30,33139.96,33097.30,33139.96,897
20220527,224500,33140.05,33144.80,33093.67,33111.63,879
20220527,225000,33112.30,33143.13,33080.65,33131.67,1230
