<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220603,112000,33208.19,33210.35,33184.99,33186.19,219
20220603,112500,33185.51,33187.44,33175.49,33186.49,240
20220603,113000,33186.05,33191.85,33179.02,33180.80,199
20220603,113500,33181.12,33186.35,33162.96,33162.96,266
20220603,114000,33163.54,33174.83,33159.19,33167.81,292
20220603,114500,33167.29,33180.40,33159.19,33163.35,260
20220603,115000,33162.94,33164.40,33145.94,33154.09,251
20220603,115500,33153.97,33172.19,33149.69,33168.29,247
20220603,120000,33168.69,33171.47,33152.19,33153.02,280
20220603,120500,33154.29,33165.85,33154.19,33162.02,168
20220603,121000,33162.29,33167.29,33156.69,33157.19,155
20220603,121500,33156.69,33162.19,33143.94,33146.09,222
20220603,122000,33146.02,33152.09,33145.54,33147.44,158
20220603,122500,33148.19,33149.69,33140.56,33145.89,157
20220603,123000,33145.97,33150.94,33126.59,33137.19,245
20220603,123500,33136.02,33142.89,33125.54,33134.69,286
20220603,124000,33135.19,33140.29,33134.35,33137.19,150
20220603,124500,33137.09,33137.09,33121.02,33127.19,249
20220603,125000,33130.35,33154.26,33129.29,33150.19,303
20220603,125500,33151.29,33160.87,33147.97,33159.87,261
20220603,130000,33160.78,33162.81,33151.02,33159.69,210
20220603,130500,33160.09,33160.09,33152.19,33152.19,157
20220603,131000,33153.09,33159.09,33144.02,33145.26,222
20220603,131500,33143.19,33153.75,33136.29,33151.02,309
20220603,132000,33150.52,33170.40,33148.35,33164.19,178
20220603,132500,33163.94,33170.19,33159.19,33163.69,228
20220603,133000,33164.44,33176.69,33164.29,33176.02,266
20220603,133500,33176.19,33178.35,33134.19,33139.69,372
20220603,134000,33140.09,33149.19,33114.49,33122.29,435
20220603,134500,33121.94,33136.19,33119.69,33127.44,344
20220603,135000,33127.69,33128.44,33109.81,33116.69,254
20220603,135500,33117.19,33121.35,33109.69,33117.19,297
20220603,140000,33117.40,33126.94,33112.52,33116.02,324
20220603,140500,33116.32,33116.62,33073.09,33081.47,397
20220603,141000,33079.19,33086.29,33073.09,33077.94,314
20220603,141500,33078.35,33088.94,33061.29,33075.89,413
20220603,142000,33076.31,33087.19,33068.32,33084.94,264
20220603,142500,33084.19,33103.83,33083.29,33100.97,301
20220603,143000,33101.19,33112.09,33090.69,33112.09,294
20220603,143500,33111.69,33120.35,33084.02,33088.44,383
20220603,144000,33088.32,33095.09,33066.69,33072.29,337
20220603,144500,33071.49,33071.94,33054.53,33055.47,298
20220603,145000,33054.58,33073.40,33050.02,33067.35,312
20220603,145500,33067.09,33067.19,33033.29,33047.09,412
20220603,150000,33046.19,33078.69,33044.56,33075.02,391
20220603,150500,33076.09,33082.89,33068.49,33079.19,313
20220603,151000,33079.26,33095.31,33076.89,33090.40,352
20220603,151500,33090.19,33101.19,33082.32,33095.19,326
20220603,152000,33096.19,33100.09,33067.09,33098.29,437
20220603,152500,33098.69,33106.40,33058.19,33084.32,406
20220603,153000,33085.32,33180.09,33039.32,33168.02,1411
20220603,153500,33163.94,33164.19,33031.32,33039.19,1307
20220603,154000,33040.02,33047.69,33000.32,33015.94,954
20220603,154500,33015.19,33046.12,32994.69,32999.69,807
20220603,155000,32999.19,33018.35,32981.69,33012.35,801
20220603,155500,33012.69,33016.85,32986.09,33015.56,730
20220603,160000,33015.40,33024.19,32997.02,33013.06,647
20220603,160500,33014.35,33030.02,32997.49,33002.35,531
20220603,161000,32998.40,33003.19,32978.19,32992.69,557
20220603,161500,32992.09,33001.35,32983.97,32996.69,490
20220603,162000,32996.44,32998.78,32971.69,32982.19,543
20220603,162500,32982.85,32986.02,32939.19,32939.97,650
20220603,163000,32939.56,33084.99,32935.32,33051.99,1173
20220603,163500,33053.69,33066.99,32978.99,33023.24,1273
20220603,164000,33030.89,33050.82,32951.24,32951.99,1343
20220603,164500,32952.32,32998.99,32935.71,32981.09,1511
20220603,165000,32982.82,33017.89,32952.29,32994.63,1465
20220603,165500,32996.71,33061.24,32985.40,33056.89,1453
20220603,170000,33053.32,33120.20,33036.32,33074.15,1496
20220603,170500,33073.49,33117.20,33030.82,33093.65,1412
20220603,171000,33092.82,33096.24,33014.29,33094.32,1426
20220603,171500,33094.63,33131.99,33076.74,33097.36,1441
20220603,172000,33096.74,33099.15,33028.20,33057.36,1333
20220603,172500,33057.24,33072.74,33004.29,33028.24,1352
20220603,173000,33028.77,33066.49,32984.32,33054.15,1369
20220603,173500,33055.89,33062.99,32946.34,32954.09,1274
20220603,174000,32953.15,32954.99,32914.24,32946.99,1257
20220603,174500,32947.99,32991.99,32926.82,32968.15,1365
20220603,175000,32967.82,32992.15,32953.74,32956.99,1336
20220603,175500,32958.61,32988.99,32947.29,32975.09,1356
20220603,180000,32974.99,32977.99,32913.36,32932.63,1363
20220603,180500,32933.29,32934.99,32898.77,32900.58,1112
20220603,181000,32900.82,32905.72,32864.38,32883.60,1165
20220603,181500,32883.32,32910.74,32866.65,32893.15,1054
20220603,182000,32892.93,32906.15,32874.82,32881.34,1044
20220603,182500,32881.89,32891.89,32848.71,32886.69,1091
20220603,183000,32886.89,32922.74,32864.82,32919.77,1161
20220603,183500,32922.61,32947.20,32910.06,32941.09,1082
20220603,184000,32940.29,32951.32,32922.24,32931.69,966
20220603,184500,32931.99,32937.15,32877.89,32880.24,1011
20220603,185000,32880.09,32890.63,32853.32,32865.65,1089
20220603,185500,32868.69,32909.99,32860.65,32902.34,1105
20220603,190000,32902.49,32965.61,32895.65,32953.82,1130
20220603,190500,32953.77,32966.40,32904.32,32913.20,1086
20220603,191000,32912.99,32926.20,32891.82,32910.41,1086
20220603,191500,32910.71,32937.65,32860.74,32861.24,1135
20220603,192000,32860.32,32954.60,32843.09,32937.38,1222
20220603,192500,32937.65,32952.99,32918.74,32945.89,1162
20220603,193000,32946.69,32953.34,32922.32,32934.63,1053
20220603,193500,32934.74,32997.55,32925.55,32989.09,1042
20220603,194000,32988.36,32994.20,32944.77,32967.63,996
20220603,194500,32967.21,32994.63,32951.32,32979.77,926
20220603,195000,32979.99,32997.61,32944.82,32997.41,959
20220603,195500,32997.61,33037.60,32992.99,33025.20,1011
20220603,200000,33024.74,33101.20,33010.11,33092.63,1184
20220603,200500,33093.58,33108.69,33054.77,33065.21,1097
20220603,201000,33065.40,33074.58,33035.69,33040.24,979
20220603,201500,33040.69,33042.63,32939.77,32944.36,1157
20220603,202000,32944.56,32989.49,32943.32,32988.77,1204
20220603,202500,32990.15,33003.15,32965.36,32979.99,1092
20220603,203000,32979.77,32980.71,32944.65,32978.24,1196
20220603,203500,32977.77,33001.60,32962.36,32971.32,1185
20220603,204000,32971.26,32974.34,32902.15,32924.77,1129
20220603,204500,32925.63,32962.65,32905.77,32960.77,1026
20220603,205000,32961.63,32970.94,32939.32,32939.32,962
20220603,205500,32938.38,32950.20,32925.49,32932.77,997
20220603,210000,32933.89,32947.49,32896.34,32941.99,1207
20220603,210500,32941.69,32964.34,32922.32,32945.24,1076
20220603,211000,32946.29,32973.99,32938.82,32963.99,1014
20220603,211500,32963.82,32987.99,32941.82,32986.74,1029
20220603,212000,32988.63,32989.36,32949.99,32966.09,971
20220603,212500,32966.20,33017.74,32959.99,33016.34,920
20220603,213000,33015.15,33018.09,32966.24,32978.69,958
20220603,213500,32978.99,32986.99,32908.99,32927.49,1042
20220603,214000,32924.82,32944.65,32903.32,32944.65,911
20220603,214500,32944.99,32970.20,32921.63,32966.99,920
20220603,215000,32968.65,32980.20,32946.82,32964.82,958
20220603,215500,32966.15,32992.13,32949.32,32976.61,1006
20220603,220000,32976.65,32988.29,32930.82,32970.65,1120
20220603,220500,32970.34,32972.24,32893.99,32913.20,1195
20220603,221000,32912.34,32930.32,32864.29,32871.24,1167
20220603,221500,32870.99,32880.65,32846.32,32872.69,1118
20220603,222000,32873.77,32890.99,32845.99,32856.99,1059
20220603,222500,32857.34,32923.74,32852.74,32923.63,1177
20220603,223000,32922.69,32922.69,32884.77,32897.15,1241
20220603,223500,32896.74,32941.99,32876.29,32907.89,1268
20220603,224000,32907.82,32923.77,32856.77,32867.39,1154
20220603,224500,32866.20,32903.20,32832.15,32877.49,1070
20220603,225000,32877.99,32934.65,32847.32,32922.99,1380
20220603,225500,32923.69,32942.99,32884.63,32892.99,1295
20220603,230000,32901.02,32903.85,32873.19,32899.53,727
20220603,230500,32899.80,32927.29,32893.09,32925.40,334
20220603,231000,32923.69,32937.89,32914.49,32932.09,493
20220603,231500,32932.29,32933.19,32908.19,32914.69,191
20220603,232000,32912.97,32926.19,32912.97,32919.32,133
20220603,232500,32919.69,32921.94,32907.32,32913.09,139
20220603,233000,32911.32,32919.85,32901.32,32917.19,142
20220603,233500,32914.35,32919.32,32908.69,32919.19,125
20220603,234000,32919.44,32925.83,32917.69,32925.83,83
20220606,010000,32966.73,32978.73,32937.73,32951.73,200
20220606,010500,32950.73,32961.60,32930.76,32932.73,136
20220606,011000,32933.10,32933.10,32917.60,32919.73,135
20220606,011500,32919.60,32933.50,32908.43,32915.73,230
20220606,012000,32916.73,32930.10,32915.85,32920.38,136
20220606,012500,32920.50,32933.35,32898.22,32904.38,223
20220606,013000,32904.50,32915.21,32900.52,32901.50,288
20220606,013500,32901.76,32924.30,32901.50,32920.85,62
20220606,014000,32921.10,32927.76,32911.10,32913.60,198
20220606,014500,32913.85,32926.10,32913.85,32922.60,119
20220606,015000,32922.76,32926.60,32912.90,32912.90,102
20220606,015500,32913.70,32921.10,32911.90,32918.60,105
20220606,020000,32918.10,32919.60,32907.70,32911.10,205
20220606,020500,32912.10,32917.50,32906.60,32911.10,122
20220606,021000,32911.90,32919.10,32911.60,32918.43,98
20220606,021500,32918.10,32921.35,32916.10,32920.10,58
20220606,022000,32920.50,32920.76,32916.93,32919.60,41
20220606,022500,32919.76,32922.14,32918.10,32919.65,43
20220606,023000,32920.76,32921.70,32911.90,32911.90,71
20220606,023500,32912.24,32913.60,32893.95,32901.76,183
20220606,024000,32901.60,32916.60,32901.50,32915.50,143
20220606,024500,32916.60,32944.60,32916.43,32937.70,273
20220606,025000,32937.50,32938.26,32919.95,32924.38,234
20220606,025500,32924.50,32924.81,32912.85,32914.50,213
20220606,030000,32914.10,32942.13,32886.47,32932.47,564
20220606,030500,32932.07,32943.73,32920.80,32938.80,337
20220606,031000,32937.97,32959.22,32936.47,32958.67,318
20220606,031500,32958.87,32969.47,32946.97,32962.13,327
20220606,032000,32962.34,32969.04,32958.47,32967.97,278
20220606,032500,32968.67,32970.47,32951.07,32956.18,209
20220606,033000,32955.97,32960.87,32947.97,32949.72,179
20220606,033500,32949.27,32949.27,32930.32,32933.07,198
20220606,034000,32933.87,32945.97,32926.87,32938.72,246
20220606,034500,32938.47,32958.07,32931.07,32957.47,242
20220606,035000,32957.22,32960.84,32950.80,32953.13,190
20220606,035500,32953.04,32960.47,32947.97,32955.47,187
20220606,040000,32955.72,32956.07,32935.47,32942.80,302
20220606,040500,32943.69,32949.61,32932.80,32949.13,292
20220606,041000,32949.80,32964.18,32941.07,32960.22,322
20220606,041500,32960.47,32981.63,32960.47,32973.07,358
20220606,042000,32973.47,32985.13,32965.07,32972.13,335
20220606,042500,32971.47,32980.18,32967.77,32970.87,291
20220606,043000,32970.80,32971.97,32939.34,32944.97,445
20220606,043500,32945.27,32948.18,32936.32,32943.80,337
20220606,044000,32943.89,32950.87,32936.27,32946.09,264
20220606,044500,32945.47,32960.80,32938.75,32955.75,339
20220606,045000,32956.72,32988.67,32956.72,32978.97,393
20220606,045500,32979.07,32994.09,32978.87,32989.97,323
20220606,050000,32990.13,33001.61,32982.13,32997.72,346
20220606,050500,32997.34,33005.32,32990.87,33002.97,230
20220606,051000,33003.47,33006.07,33000.27,33003.87,182
20220606,051500,33003.97,33006.54,32998.30,33000.47,181
20220606,052000,33000.97,33008.27,32994.27,32995.13,223
20220606,052500,32994.97,33000.83,32993.97,32999.80,168
20220606,053000,33000.97,33007.63,32994.22,33004.31,206
20220606,053500,33004.22,33017.13,33001.47,33016.07,216
20220606,054000,33015.80,33017.07,33009.97,33010.97,178
20220606,054500,33011.13,33012.97,32998.87,32999.47,218
20220606,055000,32998.97,33004.53,32993.22,32997.27,247
20220606,055500,32997.36,32999.54,32993.37,32996.97,200
20220606,060000,32996.87,33000.22,32986.97,32988.97,185
20220606,060500,32989.18,33011.73,32987.75,33007.97,190
20220606,061000,33007.80,33009.87,33003.97,33008.87,137
20220606,061500,33009.67,33016.75,33009.67,33014.59,133
20220606,062000,33014.97,33019.73,33013.87,33014.80,165
20220606,062500,33015.47,33017.97,33014.89,33017.97,118
20220606,063000,33018.97,33028.73,33016.72,33025.13,124
20220606,063500,33025.80,33027.13,33022.97,33025.72,86
20220606,064000,33025.22,33030.07,33024.97,33029.56,81
20220606,064500,33029.39,33035.18,33028.84,33033.35,152
20220606,065000,33034.13,33034.15,33021.67,33021.67,143
20220606,065500,33021.72,33025.87,33018.32,33018.87,122
20220606,070000,33018.75,33019.04,33010.80,33016.47,192
20220606,070500,33016.75,33023.97,33015.47,33023.97,135
20220606,071000,33024.47,33034.72,33021.22,33032.72,152
20220606,071500,33032.13,33037.47,33030.75,33037.47,149
20220606,072000,33037.97,33038.97,33029.97,33035.67,136
20220606,072500,33035.80,33044.61,33035.67,33041.13,134
20220606,073000,33040.97,33041.27,33034.75,33036.07,121
20220606,073500,33036.13,33041.13,33034.97,33040.67,82
20220606,074000,33040.87,33040.87,33035.87,33036.87,115
20220606,074500,33037.67,33041.54,33036.30,33038.61,61
20220606,075000,33038.13,33038.67,33029.87,33032.07,87
20220606,075500,33032.87,33034.67,33026.87,33034.67,125
20220606,080000,33034.07,33041.57,33031.47,33041.22,149
20220606,080500,33041.38,33050.09,33040.87,33049.18,155
20220606,081000,33049.67,33050.61,33036.97,33037.97,188
20220606,081500,33038.13,33041.73,33022.07,33025.34,205
20220606,082000,33024.89,33028.07,33013.89,33025.04,200
20220606,082500,33023.47,33024.87,33013.80,33023.97,183
20220606,083000,33023.47,33028.97,33016.80,33028.13,197
20220606,083500,33028.67,33040.97,33027.36,33039.47,226
20220606,084000,33039.97,33041.97,33030.22,33037.47,179
20220606,084500,33037.72,33039.87,33020.80,33022.97,202
20220606,085000,33022.72,33030.34,33016.97,33028.32,176
20220606,085500,33028.80,33042.07,33028.67,33041.87,145
20220606,090000,33041.70,33042.30,33023.60,33040.76,247
20220606,090500,33040.67,33042.60,33024.70,33037.70,248
20220606,091000,33037.60,33037.90,33022.60,33024.76,261
20220606,091500,33023.93,33030.67,33012.10,33027.60,298
20220606,092000,33028.35,33043.30,33028.35,33040.10,201
20220606,092500,33039.60,33041.85,33030.70,33039.60,218
20220606,093000,33039.50,33063.81,33039.50,33045.35,286
20220606,093500,33044.47,33056.40,33043.10,33053.10,236
20220606,094000,33053.60,33063.72,33048.52,33051.38,240
20220606,094500,33052.70,33057.85,33041.70,33045.38,210
20220606,095000,33044.85,33053.90,33037.10,33041.85,216
20220606,095500,33041.70,33059.85,33039.60,33054.81,207
20220606,100000,33055.50,33079.10,33046.70,33078.82,473
20220606,100500,33075.60,33086.60,33068.50,33079.60,434
20220606,101000,33080.10,33084.81,33068.30,33080.22,459
20220606,101500,33080.43,33082.81,33070.10,33071.10,378
20220606,102000,33070.73,33092.70,33057.76,33090.43,415
20220606,102500,33090.10,33092.50,33070.10,33073.73,322
20220606,103000,33075.30,33076.10,33051.32,33060.50,326
20220606,103500,33060.60,33075.70,33050.60,33075.70,376
20220606,104000,33076.10,33084.60,33065.10,33073.60,330
20220606,104500,33073.76,33089.60,33070.10,33084.10,309
20220606,105000,33083.30,33147.35,33077.38,33125.50,601
20220606,105500,33125.10,33150.02,33113.10,33149.90,440
20220606,110000,33147.73,33164.90,33146.38,33155.50,535
20220606,110500,33156.43,33160.97,33148.76,33160.10,342
20220606,111000,33159.60,33191.90,33155.60,33186.60,421
20220606,111500,33186.91,33200.60,33175.70,33179.67,343
20220606,112000,33177.35,33189.60,33175.50,33186.10,298
20220606,112500,33185.60,33189.30,33181.85,33184.38,205
20220606,113000,33184.81,33199.35,33168.93,33170.85,377
20220606,113500,33170.60,33175.60,33166.30,33171.60,260
20220606,114000,33171.70,33181.10,33169.60,33170.67,262
20220606,114500,33169.85,33176.30,33160.38,33176.30,226
20220606,115000,33176.60,33193.50,33164.70,33192.67,261
20220606,115500,33191.70,33192.70,33176.50,33187.35,230
20220606,120000,33187.10,33188.43,33173.10,33177.30,222
20220606,120500,33177.60,33179.60,33167.70,33169.60,215
20220606,121000,33169.85,33173.76,33166.73,33173.76,145
20220606,121500,33173.43,33176.67,33162.90,33167.60,277
20220606,122000,33166.10,33169.10,33160.79,33165.35,193
20220606,122500,33164.60,33167.60,33149.43,33159.38,217
20220606,123000,33159.50,33159.60,33145.60,33151.50,202
20220606,123500,33151.85,33152.35,33128.76,33131.35,252
20220606,124000,33128.90,33138.35,33118.38,33125.70,267
20220606,124500,33125.60,33148.70,33123.70,33146.67,226
20220606,125000,33146.60,33150.60,33131.35,33135.35,227
20220606,125500,33135.10,33148.50,33132.85,33148.10,189
20220606,130000,33148.50,33164.81,33143.22,33159.60,233
20220606,130500,33158.85,33165.35,33154.67,33163.24,210
20220606,131000,33163.67,33166.70,33155.22,33158.76,207
20220606,131500,33158.60,33162.10,33153.10,33156.70,159
20220606,132000,33156.85,33166.70,33154.30,33164.76,209
20220606,132500,33165.43,33171.35,33158.60,33161.85,199
20220606,133000,33162.10,33168.10,33156.60,33164.10,234
20220606,133500,33163.85,33167.70,33150.85,33153.70,218
20220606,134000,33152.90,33154.76,33150.95,33153.81,122
20220606,134500,33152.95,33154.01,33148.43,33149.26,133
20220606,135000,33148.73,33160.10,33147.60,33159.50,135
20220606,135500,33159.70,33166.10,33157.60,33159.60,162
20220606,140000,33160.85,33160.85,33146.81,33153.81,312
20220606,140500,33153.60,33157.60,33150.93,33153.60,228
20220606,141000,33154.60,33158.26,33152.47,33154.38,141
20220606,141500,33154.60,33167.10,33152.85,33164.60,127
20220606,142000,33164.70,33178.10,33159.60,33176.60,197
20220606,142500,33176.70,33176.73,33162.90,33171.10,219
20220606,143000,33171.60,33175.60,33164.52,33169.60,206
20220606,143500,33169.70,33173.10,33163.38,33166.10,172
20220606,144000,33165.43,33165.43,33152.50,33153.50,170
20220606,144500,33153.10,33156.60,33125.37,33131.60,246
20220606,145000,33132.10,33159.50,33125.19,33159.50,314
20220606,145500,33159.85,33180.20,33153.85,33179.32,222
20220606,150000,33180.21,33188.35,33169.43,33169.97,326
20220606,150500,33169.76,33182.70,33165.52,33169.50,263
20220606,151000,33170.30,33178.76,33170.30,33172.43,208
20220606,151500,33172.52,33181.60,33167.47,33168.10,211
20220606,152000,33168.60,33170.55,33144.95,33149.60,277
20220606,152500,33148.43,33162.10,33146.43,33150.50,308
20220606,153000,33150.60,33172.81,33150.50,33169.60,246
20220606,153500,33170.50,33191.10,33170.22,33187.60,281
20220606,154000,33186.85,33188.10,33172.43,33176.01,220
20220606,154500,33176.27,33211.60,33174.93,33191.81,325
20220606,155000,33191.60,33196.76,33169.99,33172.90,235
20220606,155500,33172.76,33177.70,33161.26,33167.60,242
20220606,160000,33168.70,33170.60,33157.76,33165.50,290
20220606,160500,33164.70,33186.76,33163.10,33180.76,248
20220606,161000,33179.93,33189.70,33176.76,33178.76,252
20220606,161500,33178.52,33180.26,33141.81,33153.95,403
20220606,162000,33153.76,33157.35,33131.95,33135.85,281
20220606,162500,33136.43,33140.60,33115.60,33123.60,415
20220606,163000,33124.50,33144.90,33058.06,33108.65,1137
20220606,163500,33109.23,33112.15,33059.10,33084.50,1199
20220606,164000,33075.70,33166.23,33065.12,33104.67,1123
20220606,164500,33103.40,33126.23,33066.10,33089.90,1171
20220606,165000,33089.01,33112.61,33066.23,33088.06,1136
20220606,165500,33089.06,33151.00,33075.40,33150.06,1165
20220606,170000,33150.79,33216.70,33137.73,33202.06,1193
20220606,170500,33202.61,33238.07,33196.18,33209.45,1166
20220606,171000,33211.06,33235.73,33207.04,33234.40,897
20220606,171500,33235.06,33236.40,33195.75,33218.30,917
20220606,172000,33218.50,33224.75,33191.23,33196.73,917
20220606,172500,33197.56,33218.77,33177.77,33199.40,918
20220606,173000,33199.50,33213.10,33185.15,33200.75,764
20220606,173500,33199.50,33209.40,33161.73,33179.40,809
20220606,174000,33179.50,33200.10,33156.18,33191.73,810
20220606,174500,33192.02,33206.61,33171.77,33203.40,776
20220606,175000,33203.50,33215.61,33171.79,33173.56,789
20220606,175500,33174.30,33210.73,33168.61,33208.04,793
20220606,180000,33213.06,33234.40,33195.70,33201.23,804
20220606,180500,33201.50,33216.40,33167.73,33171.61,808
20220606,181000,33171.06,33171.06,33085.15,33102.56,901
20220606,181500,33102.40,33109.70,32981.26,32981.30,989
20220606,182000,32981.32,33000.56,32967.30,32987.04,985
20220606,182500,32984.40,33016.61,32974.65,33005.23,795
20220606,183000,33005.50,33019.40,32982.75,33004.75,856
20220606,183500,33004.40,33010.50,32976.15,32993.73,870
20220606,184000,32992.40,33046.40,32990.73,33043.56,850
20220606,184500,33043.23,33071.06,33019.40,33019.40,954
20220606,185000,33019.67,33051.56,33013.77,33034.77,1021
20220606,185500,33034.40,33047.40,33023.77,33033.77,980
20220606,190000,33033.18,33037.70,32935.70,32957.79,1237
20220606,190500,32958.61,32976.40,32936.40,32937.02,1205
20220606,191000,32937.40,32942.61,32905.28,32918.73,1225
20220606,191500,32917.77,32937.04,32899.99,32925.75,1081
20220606,192000,32924.82,32941.40,32902.75,32902.75,973
20220606,192500,32902.99,32927.50,32882.23,32893.90,967
20220606,193000,32893.61,32922.10,32866.75,32921.10,1114
20220606,193500,32922.00,32934.40,32909.23,32926.50,965
20220606,194000,32925.73,32943.61,32917.75,32933.23,941
20220606,194500,32932.79,32946.90,32923.65,32929.40,911
20220606,195000,32928.75,32932.06,32901.75,32929.67,955
20220606,195500,32929.56,32959.56,32923.67,32954.40,1000
20220606,200000,32954.06,32954.06,32913.18,32915.10,993
20220606,200500,32915.04,32949.06,32915.04,32936.75,936
20220606,201000,32936.01,32939.56,32900.65,32912.61,987
20220606,201500,32908.40,32919.10,32880.04,32908.10,1055
20220606,202000,32908.90,32934.40,32887.18,32920.62,1050
20220606,202500,32914.40,32929.02,32905.15,32925.99,915
20220606,203000,32926.06,32943.56,32915.10,32938.73,983
20220606,203500,32938.40,32993.18,32929.80,32983.56,1000
20220606,204000,32983.40,33023.50,32980.90,33006.40,990
20220606,204500,33007.40,33010.40,32976.23,33001.50,940
20220606,205000,33002.06,33022.61,32990.70,32995.73,883
20220606,205500,32995.23,33024.06,32995.15,33023.56,851
20220606,210000,33023.06,33025.06,33001.90,33015.40,897
20220606,210500,33015.15,33025.56,32981.40,33002.40,876
20220606,211000,33002.61,33011.10,32990.65,32991.56,942
20220606,211500,32991.61,32998.82,32966.40,32983.81,1005
20220606,212000,32983.74,32985.56,32916.56,32933.18,1132
20220606,212500,32933.30,32933.65,32882.40,32902.73,1064
20220606,213000,32899.40,32905.06,32875.40,32898.56,1000
20220606,213500,32898.23,32911.40,32868.70,32883.04,1013
20220606,214000,32884.40,32914.73,32874.47,32913.79,957
20220606,214500,32913.56,32933.15,32902.73,32903.75,1011
20220606,215000,32903.65,32909.56,32836.56,32903.90,1290
20220606,215500,32904.04,32929.61,32889.06,32908.40,1135
20220606,220000,32908.23,32926.06,32888.23,32897.75,1269
20220606,220500,32897.61,32906.75,32860.36,32875.75,1169
20220606,221000,32875.90,32889.95,32851.40,32870.65,1040
20220606,221500,32871.06,32898.40,32843.70,32843.70,1056
20220606,222000,32842.75,32877.10,32814.40,32857.90,1179
20220606,222500,32857.65,32868.04,32835.06,32848.40,981
20220606,223000,32847.40,32874.77,32836.06,32851.40,1129
20220606,223500,32852.18,32857.70,32816.15,32842.06,1078
20220606,224000,32841.73,32915.56,32824.65,32915.15,1135
20220606,224500,32916.02,32926.04,32858.04,32871.73,1024
20220606,225000,32871.50,32946.90,32871.50,32942.79,1265
20220606,225500,32935.40,32965.56,32898.02,32919.06,1173
20220606,230000,32915.10,32923.35,32895.30,32911.52,510
20220606,230500,32912.38,32924.10,32901.52,32907.50,285
20220606,231000,32904.50,32919.85,32901.52,32902.70,265
20220606,231500,32902.35,32920.10,32900.60,32915.70,199
20220606,232000,32913.70,32922.70,32912.50,32915.70,107
20220606,232500,32916.50,32918.30,32903.60,32903.60,124
20220606,233000,32904.60,32923.10,32902.70,32919.38,142
20220606,233500,32919.50,32927.67,32913.70,32925.81,157
20220606,234000,32924.95,32928.35,32920.30,32925.70,96
20220606,234500,32926.10,32927.60,32918.60,32918.60,90
20220606,235000,32918.81,32933.60,32917.60,32929.10,127
20220606,235500,32928.70,32930.85,32918.70,32920.73,67
20220607,010000,32918.55,32931.17,32909.55,32919.58,140
20220607,010500,32919.52,32928.54,32909.42,32909.42,141
20220607,011000,32909.32,32920.42,32907.92,32919.49,156
20220607,011500,32917.92,32921.58,32903.42,32906.42,147
20220607,012000,32907.42,32907.42,32891.52,32892.92,125
20220607,012500,32892.67,32901.67,32890.92,32897.55,110
20220607,013000,32897.25,32900.32,32886.12,32890.42,107
20220607,013500,32889.92,32897.12,32876.20,32882.58,146
20220607,014000,32884.12,32890.42,32876.12,32880.67,163
20220607,014500,32881.67,32895.92,32880.92,32886.52,135
20220607,015000,32886.63,32896.42,32884.55,32886.32,127
20220607,015500,32886.17,32888.12,32876.92,32886.25,90
20220607,020000,32886.12,32889.92,32879.92,32889.17,84
20220607,020500,32889.03,32899.20,32888.58,32898.42,85
20220607,021000,32898.79,32903.42,32895.42,32902.52,110
20220607,021500,32902.42,32904.12,32899.67,32902.32,66
20220607,022000,32902.42,32903.25,32895.20,32896.25,66
20220607,022500,32897.08,32903.17,32896.04,32899.67,82
20220607,023000,32899.42,32903.79,32899.20,32899.20,66
20220607,023500,32899.42,32902.42,32894.67,32895.92,82
20220607,024000,32896.20,32900.42,32890.52,32900.42,119
20220607,024500,32900.92,32925.25,32900.92,32924.58,257
20220607,025000,32925.42,32933.63,32919.42,32925.92,231
20220607,025500,32925.52,32931.32,32913.20,32913.42,203
20220607,030000,32913.09,32915.00,32864.38,32866.79,521
20220607,030500,32865.04,32865.69,32848.72,32852.16,443
20220607,031000,32851.89,32853.29,32840.41,32845.86,336
20220607,031500,32844.14,32856.39,32832.79,32849.29,292
20220607,032000,32847.29,32847.95,32831.04,32832.62,253
20220607,032500,32832.54,32833.16,32825.89,32831.79,187
20220607,033000,32831.95,32832.00,32803.14,32805.79,196
20220607,033500,32806.16,32830.54,32804.57,32829.04,279
20220607,034000,32829.89,32831.86,32822.79,32831.79,211
20220607,034500,32831.04,32834.16,32820.29,32830.18,228
20220607,035000,32829.89,32834.49,32812.69,32822.54,168
20220607,035500,32822.62,32828.79,32819.62,32824.79,199
20220607,040000,32824.29,32844.91,32823.19,32843.79,192
20220607,040500,32843.12,32859.55,32839.49,32846.95,209
20220607,041000,32847.29,32850.79,32833.79,32838.89,189
20220607,041500,32839.29,32859.29,32833.29,32854.41,334
20220607,042000,32854.79,32854.79,32835.89,32841.69,307
20220607,042500,32841.29,32841.69,32724.57,32743.55,788
20220607,043000,32744.55,32767.55,32734.29,32763.29,718
20220607,043500,32763.07,32778.54,32754.89,32772.29,491
20220607,044000,32772.54,32793.79,32767.95,32792.69,518
20220607,044500,32792.54,32802.95,32785.62,32795.04,465
20220607,045000,32796.09,32797.29,32785.79,32788.69,402
20220607,045500,32788.95,32791.79,32771.49,32784.79,344
20220607,050000,32785.00,32793.00,32775.89,32778.79,326
20220607,050500,32779.54,32786.16,32756.29,32756.29,268
20220607,051000,32755.89,32757.57,32744.04,32747.79,284
20220607,051500,32748.29,32759.79,32743.04,32747.29,215
