<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
BCHUSDT,d,20200130,000000,380.2400,399.3400,370.8800,392.6900,197841.16173,392.6900,5718
BCHUSDT,d,20200131,000000,392.5200,394.9900,364.1600,374.8600,146704.06246,374.8600,5718
BCHUSDT,d,20200201,000000,374.8900,389.6400,372.3100,380.0800,106551.71789,380.0800,5718
BCHUSDT,d,20200202,000000,380.1600,387.7000,368.9100,377.3400,98738.97527,377.3400,5718
BCHUSDT,d,20200203,000000,377.2400,392.8400,374.4000,384.2500,132459.04345,384.2500,5718
BCHUSDT,d,20200204,000000,384.1900,389.5000,372.3800,380.9300,111599.02261,380.9300,5718
BCHUSDT,d,20200205,000000,380.9500,445.4600,378.7200,444.9200,254489.93106,444.9200,5718
BCHUSDT,d,20200206,000000,444.9300,448.4300,416.8800,445.7600,183772.05365,445.7600,5718
BCHUSDT,d,20200207,000000,445.6900,459.7000,432.1200,439.2100,152210.53024,439.2100,5718
BCHUSDT,d,20200208,000000,439.3900,454.5000,425.1600,444.4600,147309.77991,444.4600,5718
BCHUSDT,d,20200209,000000,444.4600,460.5500,434.7900,449.7200,149967.53436,449.7200,5718
BCHUSDT,d,20200210,000000,449.7700,463.3700,435.8600,452.0500,150905.28806,452.0500,5718
BCHUSDT,d,20200211,000000,452.0000,469.3200,440.4400,461.8900,149039.05207,461.8900,5718
BCHUSDT,d,20200212,000000,462.0000,481.8700,462.0000,473.5500,163282.70277,473.5500,5718
BCHUSDT,d,20200213,000000,473.5500,484.9800,457.7000,477.3200,174921.81401,477.3200,5718
BCHUSDT,d,20200214,000000,477.1700,498.2300,465.9900,493.7700,141147.43543,493.7700,5718
BCHUSDT,d,20200215,000000,493.7700,494.9900,414.0000,438.9600,202082.72431,438.9600,5718
BCHUSDT,d,20200216,000000,438.8800,458.2200,382.0900,411.6800,254154.92558,411.6800,5718
BCHUSDT,d,20200217,000000,411.8100,417.0900,367.0000,412.9900,366860.16592,412.9900,5718
BCHUSDT,d,20200218,000000,412.9900,427.4700,385.0000,420.2000,243144.07689,420.2000,5718
BCHUSDT,d,20200219,000000,420.3800,423.7000,370.0000,378.4600,146767.64105,378.460,5718
BCHUSDT,d,20200220,000000,378.3700,388.0000,352.7000,371.1000,207799.23573,371.1000,5718
BCHUSDT,d,20200221,000000,370.8800,388.8800,367.2300,377.7400,135650.11257,377.740,5718
BCHUSDT,d,20200222,000000,377.9300,380.4300,366.9300,373.1400,90739.12749,373.140,5718
BCHUSDT,d,20200223,000000,372.9900,404.4200,372.2400,401.5700,119949.80434,401.5700,5718
BCHUSDT,d,20200224,000000,401.5000,408.4300,363.0000,378.2200,192156.78539,378.2200,5718
BCHUSDT,d,20200225,000000,378.0800,379.8500,343.9900,353.0700,181646.01154,353.070,5718
BCHUSDT,d,20200226,000000,353.0100,362.4100,301.1000,316.6700,426041.48888,316.6700,5718
BCHUSDT,d,20200227,000000,316.7700,335.4000,307.1600,324.6200,240590.21235,324.620,5718
BCHUSDT,d,20200228,000000,324.4800,329.3400,298.9500,314.9700,224510.28774,314.9700,5718
BCHUSDT,d,20200229,000000,315.0900,322.5900,305.0000,306.1100,139466.90438,306.110,5718
BCHUSDT,d,20200301,000000,305.9000,325.0000,304.1300,311.9000,150571.38912,311.900,5718
BCHUSDT,d,20200302,000000,311.9000,343.0000,310.6800,339.3300,227311.54962,339.3300,5718
BCHUSDT,d,20200303,000000,339.3300,339.3800,321.1300,329.6100,175358.92439,329.6100,5718
BCHUSDT,d,20200304,000000,329.6600,332.1900,308.3500,319.4600,104895.17055,319.4600,5718
BCHUSDT,d,20200305,000000,319.5800,343.4600,319.3600,337.1000,152373.42593,337.1000,5718
BCHUSDT,d,20200306,000000,337.0800,353.6100,332.3000,350.7300,157186.64747,350.7300,5718
BCHUSDT,d,20200307,000000,350.7400,351.1100,327.0900,330.9200,116341.38746,330.9200,5718
BCHUSDT,d,20200308,000000,330.7700,330.7700,268.0500,272.7700,270727.90033,272.7700,5718
BCHUSDT,d,20200309,000000,272.9000,280.2900,252.1300,273.0000,382248.99619,273.0000,5718
BCHUSDT,d,20200310,000000,273.0400,277.9500,262.8000,271.7900,160017.40439,271.7900,5718
BCHUSDT,d,20200311,000000,271.8500,275.0000,250.0200,266.9800,149899.32355,266.9800,5718
BCHUSDT,d,20200312,000000,267.0800,267.8200,136.0000,144.1300,708864.98116,144.1300,5718
BCHUSDT,d,20200313,000000,144.1300,189.6700,129.0000,177.4600,1012301.98599,177.4600,5718
BCHUSDT,d,20200314,000000,177.4600,180.4000,163.9400,167.2000,272980.24732,167.2000,5718
BCHUSDT,d,20200315,000000,167.0800,190.6900,165.4400,178.2000,263894.36499,178.2000,5718
BCHUSDT,d,20200316,000000,178.2000,184.4100,147.1400,172.4100,472884.60249,172.4100,5718
BCHUSDT,d,20200317,000000,172.4500,188.2700,168.7300,182.4100,306472.09152,182.4100,5718
BCHUSDT,d,20200318,000000,182.5000,186.0000,169.0000,184.8400,244333.93913,184.8400,5718
BCHUSDT,d,20200319,000000,184.7600,233.6000,177.6200,220.8300,461455.1333,220.8300,5718
BCHUSDT,d,20200320,000000,220.8300,246.0600,190.4400,215.1000,534721.29657,215.1000,5718
BCHUSDT,d,20200321,000000,215.0500,230.0000,206.3500,220.0400,308157.88052,220.0400,5718
BCHUSDT,d,20200322,000000,219.9600,233.0000,199.5800,202.7300,308827.69076,202.730,5718
BCHUSDT,d,20200323,000000,202.6500,227.4400,198.0900,221.2600,331523.29314,221.2600,5718
BCHUSDT,d,20200324,000000,221.2300,230.4700,217.3700,227.2400,226641.5096,227.240,5718
BCHUSDT,d,20200325,000000,227.2600,231.4500,213.0900,220.6800,196578.91406,220.680,5718
BCHUSDT,d,20200326,000000,220.7100,228.4300,218.1100,227.7600,162334.97321,227.7600,5718
BCHUSDT,d,20200327,000000,227.7800,233.8100,208.2400,213.2100,194988.91289,213.2100,5718
BCHUSDT,d,20200328,000000,213.3200,217.1300,201.8200,213.8900,225434.50561,213.890,5718
BCHUSDT,d,20200329,000000,213.8600,217.3400,204.5000,205.5400,153829.50916,205.5400,5718
BCHUSDT,d,20200330,000000,205.5100,226.8000,205.3200,219.9700,201359.31912,219.970,5718
BCHUSDT,d,20200331,000000,220.0000,223.8800,215.7600,218.3600,152582.6074,218.3600,5718
BCHUSDT,d,20200401,000000,218.4400,224.9600,211.2400,223.7400,198134.24068,223.740,5718
BCHUSDT,d,20200402,000000,223.7200,248.7700,221.9900,231.7200,277839.53952,231.720,5718
BCHUSDT,d,20200403,000000,231.8400,241.9600,214.0000,236.0900,191323.60359,236.0900,5718
BCHUSDT,d,20200404,000000,236.0900,242.1700,231.8800,238.0200,130943.67133,238.0200,5718
BCHUSDT,d,20200405,000000,238.0500,239.7500,223.1900,230.9900,110988.28015,230.9900,5718
BCHUSDT,d,20200406,000000,231.0200,259.8600,230.7100,258.0900,282642.74262,258.0900,5718
BCHUSDT,d,20200407,000000,258.0800,265.6500,246.7000,252.5200,241539.45207,252.5200,5718
BCHUSDT,d,20200408,000000,252.5200,280.2500,250.0100,267.3100,486782.30826,267.3100,5718
BCHUSDT,d,20200409,000000,267.3400,274.7400,253.2700,255.9100,199027.37846,255.9100,5718
BCHUSDT,d,20200410,000000,255.8800,258.9000,225.3500,232.7000,328217.27947,232.7000,5718
BCHUSDT,d,20200411,000000,232.6100,240.0800,221.7500,232.9400,178953.21376,232.9400,5718
BCHUSDT,d,20200412,000000,232.9300,244.7900,226.8800,233.0900,172737.77899,233.0900,5718
BCHUSDT,d,20200413,000000,233.0900,233.1400,215.1200,223.4900,305494.57383,223.4900,5718
BCHUSDT,d,20200414,000000,223.4400,228.5600,219.0000,223.2000,203075.54043,223.2000,5718
BCHUSDT,d,20200415,000000,223.0400,225.2800,213.8600,215.0400,122359.78773,215.0400,5718
BCHUSDT,d,20200416,000000,214.9700,239.8500,206.3000,234.9500,298870.03799,234.9500,5718
BCHUSDT,d,20200417,000000,235.0000,236.9400,229.1700,231.8800,119139.34792,231.8800,5718
BCHUSDT,d,20200418,000000,231.8300,247.5900,231.5400,243.6400,148102.99343,243.6400,5718
BCHUSDT,d,20200419,000000,243.6300,244.9700,229.0000,231.2700,124667.95811,231.2700,5718
BCHUSDT,d,20200420,000000,231.2700,238.5000,215.6200,219.0200,197183.19121,219.0200,5718
BCHUSDT,d,20200421,000000,219.0200,223.5000,215.0300,219.4200,126076.62108,219.4200,5718
BCHUSDT,d,20200422,000000,219.4400,235.9500,217.3300,232.9400,122547.73928,232.9400,5718
BCHUSDT,d,20200423,000000,233.0800,247.0000,225.8300,237.4000,189880.75558,237.400,5718
BCHUSDT,d,20200424,000000,237.3600,242.2600,233.3100,237.9000,122513.60091,237.9000,5718
BCHUSDT,d,20200425,000000,237.9000,245.7600,235.0400,238.0700,94591.40958,238.070,5718
BCHUSDT,d,20200426,000000,238.0600,249.4200,237.3800,246.3600,138116.3669,246.360,5718
BCHUSDT,d,20200427,000000,246.3500,248.0700,234.0200,242.7500,187200.56808,242.7500,5718
BCHUSDT,d,20200428,000000,242.7700,243.1300,236.9400,241.1400,112366.41789,241.1400,5718
BCHUSDT,d,20200429,000000,241.1400,262.8100,241.0300,257.7700,267847.69583,257.770,5718
BCHUSDT,d,20200430,000000,257.7100,275.5700,245.0100,250.0500,331828.19055,250.0500,5718
BCHUSDT,d,20200501,000000,250.0500,260.2200,250.0500,254.7900,153693.78915,254.790,5718
BCHUSDT,d,20200502,000000,254.7900,261.0000,252.2000,260.8400,103409.54202,260.8400,5718
BCHUSDT,d,20200503,000000,260.8400,267.7600,245.7000,251.6500,166679.52234,251.650,5718
BCHUSDT,d,20200504,000000,251.6900,252.6100,236.0000,245.7500,151932.20063,245.750,5718
BCHUSDT,d,20200505,000000,245.7700,252.2800,240.9600,246.9000,94957.68054,246.9000,5718
BCHUSDT,d,20200506,000000,246.9200,253.9100,239.9500,241.3200,119023.73336,241.3200,5718
BCHUSDT,d,20200507,000000,241.3200,256.6200,235.5000,251.9000,165995.0332,251.9000,5718
BCHUSDT,d,20200508,000000,251.9400,265.8300,247.8500,260.3000,199500.21611,260.3000,5718
BCHUSDT,d,20200509,000000,260.1600,277.4600,258.5100,265.2400,265358.79287,265.2400,5718
BCHUSDT,d,20200510,000000,265.2600,265.7200,221.3300,232.5600,364945.21343,232.5600,5718
BCHUSDT,d,20200511,000000,232.6800,238.0000,216.5200,235.1600,264827.64401,235.1600,5718
BCHUSDT,d,20200512,000000,235.1700,239.4000,228.4200,233.2300,146776.566,233.2300,5718
BCHUSDT,d,20200513,000000,233.2500,242.0000,231.7400,239.4100,104151.89988,239.4100,5718
BCHUSDT,d,20200514,000000,239.3400,245.8200,233.8300,242.6100,173327.58715,242.6100,5718
BCHUSDT,d,20200515,000000,242.5100,243.3900,230.9300,235.2100,115625.77262,235.2100,5718
BCHUSDT,d,20200516,000000,235.1100,240.9000,233.6400,236.4500,106699.94829,236.4500,5718
BCHUSDT,d,20200517,000000,236.4500,247.4300,235.6100,240.7300,105516.29912,240.7300,5718
BCHUSDT,d,20200518,000000,240.7400,255.7500,240.2500,248.5000,159970.51046,248.5000,5718
BCHUSDT,d,20200519,000000,248.4900,250.9400,242.3600,246.7400,110402.72204,246.7400,5718
BCHUSDT,d,20200520,000000,246.8300,247.6600,235.0000,239.8500,127884.72984,239.8500,5718
BCHUSDT,d,20200521,000000,239.7900,243.0000,220.6500,228.2200,149841.8009,228.2200,5718
BCHUSDT,d,20200522,000000,228.1700,236.6900,225.0000,234.6700,111783.65323,234.6700,5718
BCHUSDT,d,20200523,000000,234.6700,240.0000,231.9600,234.1100,89247.90245,234.1100,5718
BCHUSDT,d,20200524,000000,234.1200,237.4800,222.4100,223.0000,91313.85972,223.0000,5718
BCHUSDT,d,20200525,000000,222.9100,233.2800,220.9600,230.5500,80902.6915,230.550,5718
BCHUSDT,d,20200526,000000,230.5600,231.2700,223.9100,228.0100,68127.54164,228.0100,5718
BCHUSDT,d,20200527,000000,228.0000,234.8000,227.0300,232.8500,74807.73248,232.850,5718
BCHUSDT,d,20200528,000000,232.8500,241.0000,228.8500,239.8600,112645.49877,239.860,5718
BCHUSDT,d,20200529,000000,239.9100,243.9900,233.0500,238.4300,84354.78895,238.4300,5718
BCHUSDT,d,20200530,000000,238.3500,253.7500,236.2000,252.3800,129920.53092,252.3800,5718
BCHUSDT,d,20200531,000000,252.4100,252.7600,236.0000,238.6900,134759.41776,238.690,5718
BCHUSDT,d,20200601,000000,238.6700,255.0000,237.4200,253.1900,137868.09636,253.1900,5718
BCHUSDT,d,20200602,000000,253.2900,269.6100,241.6700,250.8500,264191.59595,250.850,5718
BCHUSDT,d,20200603,000000,250.8600,254.0000,246.2500,253.2300,95425.52108,253.2300,5718
BCHUSDT,d,20200604,000000,253.1700,260.9200,247.5000,256.1800,151733.53413,256.180,5718
BCHUSDT,d,20200605,000000,256.1700,263.4500,254.4900,256.0500,116026.08527,256.050,5718
BCHUSDT,d,20200606,000000,256.1100,258.2600,250.8800,253.2300,90657.05023,253.2300,5718
BCHUSDT,d,20200607,000000,253.2100,255.7800,245.2200,253.5600,95042.9939,253.5600,5718
BCHUSDT,d,20200608,000000,253.5600,256.7200,251.3000,255.2400,63486.19609,255.2400,5718
BCHUSDT,d,20200609,000000,255.3000,257.1500,250.5000,254.0500,59892.0129,254.0500,5718
BCHUSDT,d,20200610,000000,254.0200,258.7600,250.6000,256.9400,83425.14722,256.9400,5718
BCHUSDT,d,20200611,000000,256.9500,258.0000,231.2800,234.7400,128129.81168,234.7400,5718
BCHUSDT,d,20200612,000000,234.7300,243.6600,233.0800,240.8500,62740.15513,240.8500,5718
BCHUSDT,d,20200613,000000,240.8500,242.2500,237.2900,240.6900,38019.76311,240.6900,5718
BCHUSDT,d,20200614,000000,240.7000,240.8400,234.9300,237.4800,40676.31486,237.4800,5718
BCHUSDT,d,20200615,000000,237.4700,238.3200,224.4100,235.6400,99741.29236,235.6400,5718
BCHUSDT,d,20200616,000000,235.6400,239.0000,232.5000,237.4600,57655.10926,237.4600,5718
BCHUSDT,d,20200617,000000,237.4700,246.0000,235.0600,240.3900,80189.7269,240.3900,5718
BCHUSDT,d,20200618,000000,240.4000,240.7000,232.5300,236.0400,52913.4817,236.0400,5718
BCHUSDT,d,20200619,000000,236.0500,236.5400,230.4600,233.3900,64051.95688,233.3900,5718
BCHUSDT,d,20200620,000000,233.3900,235.1900,228.6200,232.8000,67102.65437,232.8000,5718
BCHUSDT,d,20200621,000000,232.8000,234.1600,229.7100,230.3100,49052.6883,230.3100,5718
BCHUSDT,d,20200622,000000,230.3300,243.9800,229.7500,241.0300,101177.89114,241.0300,5718
BCHUSDT,d,20200623,000000,241.0400,244.4500,239.1800,240.6900,80116.62369,240.6900,5718
BCHUSDT,d,20200624,000000,240.6800,245.6200,229.3400,232.8000,118724.24935,232.8000,5718
BCHUSDT,d,20200625,000000,232.7200,235.0900,226.2300,232.4500,72028.67203,232.4500,5718
BCHUSDT,d,20200626,000000,232.4500,233.7200,228.1300,230.6500,75857.14051,230.650,5718
BCHUSDT,d,20200627,000000,230.7200,231.5700,204.7700,216.3700,108856.82037,216.3700,5718
BCHUSDT,d,20200628,000000,216.3400,225.4100,213.4000,222.6700,56776.29096,222.670,5718
BCHUSDT,d,20200629,000000,222.6700,227.5000,218.2800,225.2800,82675.06258,225.280,5718
BCHUSDT,d,20200630,000000,225.3300,226.1000,220.4400,222.1200,51309.43015,222.1200,5718
BCHUSDT,d,20200701,000000,222.1100,226.7600,220.5600,223.7800,80148.4913,223.7800,5718
BCHUSDT,d,20200702,000000,223.7700,225.8300,217.1100,219.6500,88532.96078,219.650,5718
BCHUSDT,d,20200703,000000,219.6300,223.8000,218.9600,220.7300,55468.82889,220.7300,5718
BCHUSDT,d,20200704,000000,220.7100,226.8600,220.1900,225.2600,60882.28994,225.260,5718
BCHUSDT,d,20200705,000000,225.2600,225.8700,214.5200,222.2300,69746.31975,222.2300,5718
BCHUSDT,d,20200706,000000,222.2400,243.5900,221.7000,242.3400,137713.99269,242.340,5718
BCHUSDT,d,20200707,000000,242.3500,244.3900,235.0000,237.8300,96506.70511,237.830,5718
BCHUSDT,d,20200708,000000,237.8400,245.9800,235.9300,243.3100,114603.48673,243.3100,5718
BCHUSDT,d,20200709,000000,243.2900,245.6800,232.9900,238.1300,115469.48625,238.1300,5718
BCHUSDT,d,20200710,000000,238.1500,240.3500,232.5000,238.3800,82400.94045,238.3800,5718
BCHUSDT,d,20200711,000000,238.4100,239.4000,234.6100,236.5900,46642.73413,236.5900,5718
BCHUSDT,d,20200712,000000,236.5900,239.3600,231.8200,237.4200,62877.75601,237.4200,5718
BCHUSDT,d,20200713,000000,237.4400,237.8900,223.8300,232.1900,121159.41214,232.1900,5718
BCHUSDT,d,20200714,000000,232.1500,232.2000,226.3800,230.1200,80836.42813,230.1200,5718
BCHUSDT,d,20200715,000000,230.1200,230.8000,225.9100,227.4000,62972.02102,227.4000,5718
BCHUSDT,d,20200716,000000,227.4200,228.0900,216.5500,224.2100,86708.8202,224.2100,5718
BCHUSDT,d,20200717,000000,224.2100,225.6000,221.8800,222.6000,55534.17203,222.6000,5718
BCHUSDT,d,20200718,000000,222.5900,226.6300,222.1800,224.3300,40614.60292,224.3300,5718
BCHUSDT,d,20200719,000000,224.3300,228.8500,220.1400,227.7300,60296.56938,227.7300,5718
BCHUSDT,d,20200720,000000,227.7800,228.5000,220.7300,222.7600,51299.41373,222.7600,5718
BCHUSDT,d,20200721,000000,222.7600,232.5000,222.2200,230.3400,84436.48163,230.3400,5718
BCHUSDT,d,20200722,000000,230.3400,239.9300,227.6600,239.8000,94442.91567,239.8000,5718
BCHUSDT,d,20200723,000000,239.8000,243.0500,234.4300,238.3900,103466.54674,238.3900,5718
BCHUSDT,d,20200724,000000,238.3300,238.9700,232.4900,235.0300,84930.96483,235.0300,5718
BCHUSDT,d,20200725,000000,235.0400,253.5800,234.7700,251.2200,170214.47421,251.2200,5718
BCHUSDT,d,20200726,000000,251.2400,257.2900,244.0300,247.4500,156020.64078,247.4500,5718
BCHUSDT,d,20200727,000000,247.4700,275.2800,247.0400,268.6200,274806.43059,268.6200,5718
BCHUSDT,d,20200728,000000,268.6100,297.4400,264.4500,288.9400,307746.91186,288.940,5718
BCHUSDT,d,20200729,000000,288.9200,294.5000,284.9500,287.6900,184409.18378,287.6900,5718
BCHUSDT,d,20200730,000000,287.6900,300.2900,280.5500,291.6200,188439.29175,291.620,5718
BCHUSDT,d,20200731,000000,291.6200,306.5600,287.0000,300.5000,157367.52645,300.500,5718
BCHUSDT,d,20200801,000000,300.4800,321.1900,298.0000,319.3900,224854.8837,319.3900,5718
BCHUSDT,d,20200802,000000,319.3800,337.9000,235.5000,284.1000,430392.32288,284.1000,5718
BCHUSDT,d,20200803,000000,284.1000,304.6900,278.9900,296.7700,207048.17314,296.770,5718
BCHUSDT,d,20200804,000000,296.7900,303.1400,281.0200,288.0700,153926.10948,288.0700,5718
BCHUSDT,d,20200805,000000,288.0700,298.2500,284.0000,293.5000,191543.19554,293.500,5718
BCHUSDT,d,20200806,000000,293.5600,320.0000,287.3300,309.0000,269135.29624,309.0000,5718
BCHUSDT,d,20200807,000000,309.0000,326.3300,277.0600,302.2000,322693.60595,302.200,5718
BCHUSDT,d,20200808,000000,302.2000,309.5800,297.0700,305.3300,160729.77705,305.330,5718
BCHUSDT,d,20200809,000000,305.3300,309.0200,291.5100,299.9400,141005.25536,299.9400,5718
BCHUSDT,d,20200810,000000,299.9500,309.1700,283.7500,302.4000,198749.83352,302.4000,5718
BCHUSDT,d,20200811,000000,302.3700,305.8100,269.5900,281.8300,232065.22636,281.8300,5718
BCHUSDT,d,20200812,000000,281.8000,290.2000,270.4800,284.6700,163517.54802,284.6700,5718
BCHUSDT,d,20200813,000000,284.7100,297.1200,274.2700,295.7500,176241.93325,295.7500,5718
BCHUSDT,d,20200814,000000,295.7800,297.9700,287.0200,293.3800,169930.75535,293.3800,5718
BCHUSDT,d,20200815,000000,293.3000,308.6200,290.5000,302.1700,211183.74446,302.1700,5718
BCHUSDT,d,20200816,000000,302.2500,313.9200,293.7400,308.2300,216695.57322,308.2300,5718
BCHUSDT,d,20200817,000000,308.3200,325.0000,301.0100,318.0900,271033.8916,318.0900,5718
BCHUSDT,d,20200818,000000,318.0200,324.4400,300.5000,303.1400,214416.37809,303.1400,5718
BCHUSDT,d,20200819,000000,303.1500,309.1600,280.8000,292.7300,185910.32206,292.7300,5718
BCHUSDT,d,20200820,000000,292.7400,296.3200,288.6300,294.6900,103320.74749,294.6900,5718
BCHUSDT,d,20200821,000000,294.6900,305.6000,281.2800,283.0200,174621.87664,283.0200,5718
BCHUSDT,d,20200822,000000,282.9900,287.7400,275.9000,286.4400,97009.60443,286.4400,5718
BCHUSDT,d,20200823,000000,286.4400,288.2000,278.6200,284.6700,69576.69708,284.6700,5718
BCHUSDT,d,20200824,000000,284.7300,295.1000,281.9700,290.6300,95194.72713,290.6300,5718
BCHUSDT,d,20200825,000000,290.6300,291.6200,268.2100,275.5200,146100.61557,275.5200,5718
BCHUSDT,d,20200826,000000,275.5200,279.0000,271.0000,274.8100,101109.15836,274.8100,5718
BCHUSDT,d,20200827,000000,274.8300,277.1600,258.1200,264.7100,165869.72283,264.7100,5718
BCHUSDT,d,20200828,000000,264.7900,271.9300,261.0700,268.6600,102440.04289,268.6600,5718
BCHUSDT,d,20200829,000000,268.5900,272.6500,265.6700,268.0400,78192.33625,268.040,5718
BCHUSDT,d,20200830,000000,268.0200,279.5800,267.6400,279.3900,86086.54011,279.3900,5718
BCHUSDT,d,20200831,000000,279.3300,281.4500,272.7700,273.5000,95088.98476,273.500,5718
BCHUSDT,d,20200901,000000,273.4800,298.0500,268.4600,292.0700,232587.92357,292.070,5718
BCHUSDT,d,20200902,000000,292.0600,295.1700,244.0000,263.8300,294314.69528,263.8300,5718
BCHUSDT,d,20200903,000000,263.9400,266.3600,200.7300,213.6900,341067.39889,213.6900,5718
BCHUSDT,d,20200904,000000,213.6400,239.9100,211.2200,229.9800,305119.21878,229.980,5718
BCHUSDT,d,20200905,000000,229.9800,234.9100,214.0000,225.7100,291639.00415,225.7100,5718
BCHUSDT,d,20200906,000000,225.7400,233.4500,219.0400,227.6700,154472.60549,227.670,5718
BCHUSDT,d,20200907,000000,227.7600,229.9900,215.4400,228.7400,181406.66681,228.7400,5718
BCHUSDT,d,20200908,000000,228.7700,230.5000,215.6600,222.3900,145146.96536,222.390,5718
BCHUSDT,d,20200909,000000,222.4700,228.3900,218.4800,224.0900,82681.91521,224.090,5718
BCHUSDT,d,20200910,000000,224.0500,230.7200,223.7400,227.3800,103271.62362,227.3800,5718
BCHUSDT,d,20200911,000000,227.3600,228.4700,220.3900,225.2000,77133.94291,225.2000,5718
BCHUSDT,d,20200912,000000,225.1900,230.3300,222.4100,230.2300,84278.97841,230.2300,5718
BCHUSDT,d,20200913,000000,230.1800,234.8000,219.1500,222.1000,120800.90227,222.1000,5718
BCHUSDT,d,20200914,000000,222.1000,228.8500,218.8800,225.8300,113473.91585,225.8300,5718
BCHUSDT,d,20200915,000000,225.7300,241.9100,224.7600,235.1900,231104.51732,235.1900,5718
BCHUSDT,d,20200916,000000,235.1700,235.4700,226.2100,230.8500,145579.03889,230.8500,5718
BCHUSDT,d,20200917,000000,230.8300,239.3900,229.6000,232.9100,119522.85706,232.9100,5718
BCHUSDT,d,20200918,000000,232.9000,238.9000,230.0000,234.0000,100204.89149,234.0000,5718
BCHUSDT,d,20200919,000000,234.0000,237.8000,231.5000,233.1600,90683.08321,233.1600,5718
BCHUSDT,d,20200920,000000,233.1600,233.3900,222.0200,226.2400,83900.40352,226.2400,5718
BCHUSDT,d,20200921,000000,226.2500,229.0000,207.4600,212.4800,162247.4783,212.4800,5718
BCHUSDT,d,20200922,000000,212.5200,220.3000,210.4800,220.0800,75236.43768,220.0800,5718
BCHUSDT,d,20200923,000000,220.0800,220.0900,203.0700,207.9700,82400.18281,207.9700,5718
BCHUSDT,d,20200924,000000,207.9900,218.9000,206.2700,216.2200,80128.86091,216.2200,5718
BCHUSDT,d,20200925,000000,216.2200,218.0000,210.8100,216.5200,82751.86333,216.5200,5718
BCHUSDT,d,20200926,000000,216.5400,224.3900,212.4400,221.3200,74651.15637,221.3200,5718
BCHUSDT,d,20200927,000000,221.3100,231.9700,216.2300,229.3300,107758.28822,229.3300,5718
BCHUSDT,d,20200928,000000,229.3700,234.8600,223.7100,225.7500,142750.65256,225.7500,5718
BCHUSDT,d,20200929,000000,225.7600,230.5000,224.3600,229.0600,91593.58668,229.0600,5718
BCHUSDT,d,20200930,000000,229.0400,231.4700,225.0000,227.9600,100046.07232,227.960,5718
BCHUSDT,d,20201001,000000,227.9700,234.3500,221.7000,228.1200,145134.24919,228.1200,5718
BCHUSDT,d,20201002,000000,228.0700,228.4400,212.1400,219.6600,127977.88751,219.660,5718
BCHUSDT,d,20201003,000000,219.6700,221.4900,217.6100,218.5300,41315.77003,218.530,5718
BCHUSDT,d,20201004,000000,218.5000,222.9300,216.3700,220.8900,47612.61012,220.8900,5718
BCHUSDT,d,20201005,000000,220.8800,222.8000,218.0600,221.7500,67277.28727,221.7500,5718
BCHUSDT,d,20201006,000000,221.7900,230.4100,215.5000,219.6300,158747.51497,219.630,5718
BCHUSDT,d,20201007,000000,219.5900,224.6300,216.1800,222.9800,93831.30811,222.9800,5718
BCHUSDT,d,20201008,000000,222.9800,236.4400,221.2300,233.9500,197435.16524,233.950,5718
BCHUSDT,d,20201009,000000,233.9200,240.1800,231.8700,237.1300,157554.96963,237.1300,5718
BCHUSDT,d,20201010,000000,237.1400,246.4500,235.7300,237.2600,142096.72771,237.260,5718
BCHUSDT,d,20201011,000000,237.2700,243.7700,236.1000,238.9700,122148.72131,238.970,5718
BCHUSDT,d,20201012,000000,238.9700,243.9900,232.7000,239.6600,146387.94809,239.6600,5718
BCHUSDT,d,20201013,000000,239.6300,255.4300,237.4200,253.4600,220515.2411,253.4600,5718
BCHUSDT,d,20201014,000000,253.3700,260.4800,249.7500,259.0700,190868.59751,259.0700,5718
BCHUSDT,d,20201015,000000,259.1200,265.2000,255.5000,262.2600,228272.68085,262.2600,5718
BCHUSDT,d,20201016,000000,262.2500,266.5400,243.5100,250.3000,281236.35132,250.3000,5718
BCHUSDT,d,20201017,000000,250.3000,252.6000,241.0100,244.6600,119757.0408,244.6600,5718
BCHUSDT,d,20201018,000000,244.6600,251.0100,243.6400,249.3200,72484.49189,249.3200,5718
BCHUSDT,d,20201019,000000,249.3000,252.7000,245.0000,249.8700,105468.60457,249.8700,5718
BCHUSDT,d,20201020,000000,249.8200,250.0500,237.6700,240.7400,139172.67277,240.7400,5718
BCHUSDT,d,20201021,000000,240.7500,264.1100,239.9800,258.4900,265322.02728,258.4900,5718
BCHUSDT,d,20201022,000000,258.3800,274.6500,258.2600,267.9700,225831.90201,267.9700,5718
BCHUSDT,d,20201023,000000,268.0000,276.0000,264.2000,270.4200,169969.69123,270.4200,5718
BCHUSDT,d,20201024,000000,270.3900,278.6300,267.6000,275.8000,108002.4406,275.8000,5718
BCHUSDT,d,20201025,000000,275.7900,276.0500,268.1900,271.1100,93327.77517,271.1100,5718
BCHUSDT,d,20201026,000000,271.0700,273.3100,252.6100,259.3600,196483.76116,259.3600,5718
BCHUSDT,d,20201027,000000,259.3500,268.0000,257.1200,264.1100,170495.07368,264.1100,5718
BCHUSDT,d,20201028,000000,264.0800,280.9800,258.3300,268.0600,344773.09855,268.0600,5718
BCHUSDT,d,20201029,000000,268.1000,271.5600,257.5600,267.4200,165667.34058,267.4200,5718
