<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140523,000000,1.36546,1.36579,1.36146,1.36311,89234
20140526,000000,1.36185,1.36533,1.36115,1.36443,48890
20140527,000000,1.36448,1.36675,1.36114,1.36331,94671
20140528,000000,1.36333,1.36367,1.35874,1.35895,95161
20140529,000000,1.35896,1.36246,1.35850,1.36005,90601
20140530,000000,1.36005,1.36490,1.35974,1.36331,92849
20140602,000000,1.36352,1.36352,1.35869,1.35953,96279
20140603,000000,1.35953,1.36469,1.35850,1.36261,105472
20140604,000000,1.36262,1.36380,1.35954,1.35973,110955
20140605,000000,1.35973,1.36688,1.35018,1.36590,224155
20140606,000000,1.36590,1.36760,1.36199,1.36426,131780
20140609,000000,1.36409,1.36679,1.35813,1.35922,87790
20140610,000000,1.35925,1.36007,1.35324,1.35464,104974
20140611,000000,1.35464,1.35560,1.35204,1.35300,97035
20140612,000000,1.35302,1.35709,1.35113,1.35496,110377
20140613,000000,1.35499,1.35780,1.35198,1.35375,93519
20140616,000000,1.35366,1.35786,1.35119,1.35720,86882
20140617,000000,1.35722,1.35860,1.35353,1.35457,80035
20140618,000000,1.35457,1.35984,1.35407,1.35940,110529
20140619,000000,1.35940,1.36423,1.35831,1.36056,96343
20140620,000000,1.36057,1.36329,1.35632,1.35983,73331
20140623,000000,1.35846,1.36124,1.35730,1.36030,72427
20140624,000000,1.36031,1.36267,1.35824,1.36047,91799
20140625,000000,1.36046,1.36502,1.35995,1.36275,75875
20140626,000000,1.36275,1.36403,1.35746,1.36090,79711
20140627,000000,1.36092,1.36501,1.36082,1.36457,67142
20140630,000000,1.36389,1.36967,1.36389,1.36906,68854
20140701,000000,1.36906,1.36995,1.36744,1.36777,66046
20140702,000000,1.36778,1.36814,1.36396,1.36578,70785
20140703,000000,1.36581,1.36632,1.35950,1.36087,102604
20140704,000000,1.36088,1.36102,1.35844,1.35933,41409
20140707,000000,1.35929,1.36081,1.35748,1.36033,57331
20140708,000000,1.36031,1.36162,1.35870,1.36105,61346
20140709,000000,1.36111,1.36474,1.36013,1.36403,85013
20140710,000000,1.36403,1.36496,1.35880,1.36076,84540
20140711,000000,1.36076,1.36237,1.35906,1.36075,69689
20140714,000000,1.35949,1.36392,1.35949,1.36177,69117
20140715,000000,1.36176,1.36270,1.35608,1.35667,120705
20140716,000000,1.35667,1.35714,1.35198,1.35226,85328
20140717,000000,1.35235,1.35393,1.35154,1.35240,81610
20140718,000000,1.35243,1.35348,1.34897,1.35252,100250
20140721,000000,1.35263,1.35479,1.35119,1.35221,64604
20140722,000000,1.35222,1.35286,1.34576,1.34643,89666
20140723,000000,1.34643,1.34731,1.34538,1.34611,61541
20140724,000000,1.34611,1.34839,1.34367,1.34624,77774
20140725,000000,1.34623,1.34745,1.34200,1.34288,76863
20140728,000000,1.34264,1.34428,1.34258,1.34386,53346
20140729,000000,1.34386,1.34433,1.34031,1.34074,73019
20140730,000000,1.34074,1.34142,1.33658,1.33958,122899
20140731,000000,1.33958,1.33994,1.33705,1.33890,91368
20140801,000000,1.33891,1.34437,1.33774,1.34261,124365
20140804,000000,1.34278,1.34314,1.34084,1.34204,58641
20140805,000000,1.34205,1.34237,1.33571,1.33748,82337
20140806,000000,1.33747,1.33857,1.33320,1.33809,94676
20140807,000000,1.33820,1.33927,1.33360,1.33609,105740
20140808,000000,1.33610,1.34315,1.33424,1.34107,104533
20140811,000000,1.34078,1.34095,1.33794,1.33831,51170
20140812,000000,1.33833,1.33850,1.33348,1.33677,65915
20140813,000000,1.33679,1.34142,1.33411,1.33628,86538
20140814,000000,1.33629,1.34066,1.33474,1.33636,87577
20140815,000000,1.33636,1.34107,1.33577,1.33983,101005
20140818,000000,1.33872,1.33980,1.33518,1.33620,59535
20140819,000000,1.33619,1.33631,1.33119,1.33185,85782
20140820,000000,1.33186,1.33232,1.32541,1.32581,100012
20140821,000000,1.32581,1.32874,1.32409,1.32796,81102
20140822,000000,1.32798,1.32955,1.32196,1.32416,112118
20140825,000000,1.31929,1.32093,1.31826,1.31908,70762
20140826,000000,1.31908,1.32136,1.31636,1.31663,91661
20140827,000000,1.31663,1.32088,1.31515,1.31915,99284
20140828,000000,1.31914,1.32197,1.31585,1.31807,108429
20140829,000000,1.31806,1.31950,1.31327,1.31353,98655
20140901,000000,1.31254,1.31445,1.31180,1.31272,52386
20140902,000000,1.31275,1.31357,1.31091,1.31316,89749
20140903,000000,1.31319,1.31589,1.31210,1.31490,106479
20140904,000000,1.31488,1.31529,1.29189,1.29422,183225
20140905,000000,1.29424,1.29885,1.29209,1.29505,132487
20140908,000000,1.29489,1.29580,1.28803,1.28934,115485
20140909,000000,1.28931,1.29563,1.28583,1.29363,155495
20140910,000000,1.29361,1.29617,1.28826,1.29137,170912
20140911,000000,1.29159,1.29507,1.28961,1.29190,149271
20140912,000000,1.29209,1.29783,1.29077,1.29536,146663
20140915,000000,1.29663,1.29690,1.29074,1.29326,110601
20140916,000000,1.29325,1.29941,1.29211,1.29548,148493
20140917,000000,1.29548,1.29803,1.28510,1.28578,192997
20140918,000000,1.28583,1.29295,1.28331,1.29152,167030
20140919,000000,1.29150,1.29278,1.28286,1.28296,179300
20140922,000000,1.28326,1.28667,1.28152,1.28458,120901
20140923,000000,1.28485,1.29001,1.28415,1.28453,128864
20140924,000000,1.28453,1.28629,1.27731,1.27782,133743
20140925,000000,1.27782,1.27822,1.26953,1.27496,177677
20140926,000000,1.27496,1.27597,1.26757,1.26821,143667
20140929,000000,1.26770,1.27137,1.26625,1.26837,127966
20140930,000000,1.26837,1.27012,1.25699,1.26258,170874
20141001,000000,1.26283,1.26385,1.25824,1.26194,166468
20141002,000000,1.26192,1.26979,1.26076,1.26660,229058
20141003,000000,1.26678,1.26736,1.24996,1.25136,158914
20141006,000000,1.25113,1.26734,1.25079,1.26539,145739
20141007,000000,1.26539,1.26809,1.25824,1.26676,227080
20141008,000000,1.26679,1.27479,1.26213,1.27319,230493
20141009,000000,1.27319,1.27903,1.26626,1.26896,272576
20141010,000000,1.26892,1.27148,1.26043,1.26214,200961
20141013,000000,1.26295,1.27600,1.26194,1.27500,174478
20141014,000000,1.27503,1.27672,1.26386,1.26545,186774
20141015,000000,1.26546,1.28861,1.26236,1.28347,375402
20141016,000000,1.28347,1.28436,1.27044,1.28059,367786
20141017,000000,1.28062,1.28357,1.27427,1.27565,189289
20141020,000000,1.27491,1.28156,1.27301,1.27966,165572
20141021,000000,1.27991,1.28393,1.27133,1.27140,185973
20141022,000000,1.27140,1.27387,1.26360,1.26448,182644
20141023,000000,1.26448,1.26755,1.26125,1.26444,170139
20141024,000000,1.26453,1.26946,1.26338,1.26671,150020
20141027,000000,1.26699,1.27225,1.26646,1.26971,141387
20141028,000000,1.26975,1.27638,1.26835,1.27329,156591
20141029,000000,1.27330,1.27696,1.26284,1.26298,164251
20141030,000000,1.26302,1.26383,1.25459,1.26119,213372
20141031,000000,1.26119,1.26163,1.24845,1.25243,275156
20141103,000000,1.25039,1.25130,1.24378,1.24794,223946
20141104,000000,1.24807,1.25763,1.24800,1.25452,203061
20141105,000000,1.25453,1.25661,1.24560,1.24839,236551
20141106,000000,1.24839,1.25323,1.23636,1.23724,314109
20141107,000000,1.23725,1.24687,1.23567,1.24522,274253
20141110,000000,1.24687,1.25081,1.24175,1.24191,172758
20141111,000000,1.24193,1.24985,1.23931,1.24733,181398
20141112,000000,1.24740,1.24967,1.24179,1.24370,241786
20141113,000000,1.24370,1.24907,1.24252,1.24751,171743
20141114,000000,1.24751,1.25453,1.23973,1.25197,233621
20141117,000000,1.25295,1.25765,1.24439,1.24485,186124
20141118,000000,1.24485,1.25441,1.24422,1.25325,201319
20141119,000000,1.25348,1.25993,1.25110,1.25526,229677
20141120,000000,1.25526,1.25742,1.25031,1.25376,267561
20141121,000000,1.25373,1.25671,1.23737,1.23913,281038
20141124,000000,1.23613,1.24436,1.23595,1.24404,183701
20141125,000000,1.24404,1.24861,1.24009,1.24733,199267
20141126,000000,1.24733,1.25307,1.24425,1.25042,206873
20141127,000000,1.25042,1.25224,1.24635,1.24658,120791
20141128,000000,1.24658,1.24892,1.24252,1.24448,179675
20141201,000000,1.24629,1.25056,1.24180,1.24675,227025
20141202,000000,1.24679,1.24750,1.23756,1.23814,173456
20141203,000000,1.23814,1.23895,1.23000,1.23089,210588
20141204,000000,1.23089,1.24552,1.22754,1.23763,300196
20141205,000000,1.23763,1.23918,1.22696,1.22845,220776
20141208,000000,1.22848,1.23428,1.22460,1.23121,193909
20141209,000000,1.23121,1.24469,1.22909,1.23723,275841
20141210,000000,1.23723,1.24467,1.23610,1.24464,243553
20141211,000000,1.24467,1.24940,1.23689,1.24085,311387
20141212,000000,1.24086,1.24842,1.23832,1.24544,255608
20141215,000000,1.24721,1.24780,1.24134,1.24345,265821
20141216,000000,1.24344,1.25686,1.24327,1.25082,360385
20141217,000000,1.25093,1.25148,1.23191,1.23397,354054
20141218,000000,1.23403,1.23519,1.22646,1.22846,285369
20141219,000000,1.22846,1.23012,1.22188,1.22257,220274
20141222,000000,1.22217,1.22714,1.22155,1.22276,136321
20141223,000000,1.22283,1.22445,1.21635,1.21710,148143
20141224,000000,1.21709,1.22190,1.21683,1.22001,104727
20141226,000000,1.22149,1.22197,1.21671,1.21765,64750
20141229,000000,1.21760,1.22199,1.21416,1.21502,140581
20141230,000000,1.21502,1.21863,1.21225,1.21574,159069
20141231,000000,1.21574,1.21686,1.20962,1.20981,112445
20150102,000000,1.20562,1.20686,1.19992,1.20006,159461
20150105,000000,1.19381,1.19751,1.18616,1.19318,255679
20150106,000000,1.19319,1.19676,1.18830,1.18883,249414
20150107,000000,1.18883,1.18954,1.18009,1.18383,294923
20150108,000000,1.18383,1.18463,1.17530,1.17883,221932
20150109,000000,1.17918,1.18450,1.17613,1.18347,266878
20150112,000000,1.18488,1.18698,1.17849,1.18321,209040
20150113,000000,1.18321,1.18584,1.17518,1.17712,231047
20150114,000000,1.17712,1.18453,1.17262,1.17864,279698
20150115,000000,1.17883,1.17918,1.15656,1.16287,475483
20150116,000000,1.16290,1.16476,1.14582,1.15651,387398
20150119,000000,1.15526,1.16378,1.15500,1.16000,242890
20150120,000000,1.16000,1.16138,1.15392,1.15462,217405
20150121,000000,1.15467,1.16785,1.15402,1.16066,257942
20150122,000000,1.16077,1.16499,1.13148,1.13639,356835
20150123,000000,1.13622,1.13728,1.11131,1.12070,383819
20150126,000000,1.11493,1.12942,1.10960,1.12361,281482
20150127,000000,1.12361,1.14214,1.12225,1.13788,294875
20150128,000000,1.13795,1.13821,1.12749,1.12853,287752
20150129,000000,1.12859,1.13668,1.12606,1.13183,271784
20150130,000000,1.13184,1.13627,1.12751,1.12797,254800
20150202,000000,1.13111,1.13610,1.12912,1.13368,227407
20150203,000000,1.13368,1.15327,1.13112,1.14785,322602
20150204,000000,1.14785,1.14836,1.13142,1.13423,285006
20150205,000000,1.13440,1.14977,1.13028,1.14740,355702
20150206,000000,1.14741,1.14845,1.13101,1.13120,268696
20150209,000000,1.12956,1.13583,1.12691,1.13223,269703
20150210,000000,1.13224,1.13442,1.12718,1.13193,241921
20150211,000000,1.13192,1.13458,1.12786,1.13343,187095
20150212,000000,1.13343,1.14220,1.13009,1.13993,254832
20150213,000000,1.13993,1.14420,1.13789,1.13912,184944
20150216,000000,1.13952,1.14278,1.13182,1.13499,122441
20150217,000000,1.13505,1.14479,1.13209,1.14094,201373
20150218,000000,1.14099,1.14150,1.13327,1.13959,186966
20150219,000000,1.13959,1.14491,1.13540,1.13666,175624
20150220,000000,1.13671,1.14287,1.12778,1.13784,266793
20150223,000000,1.13886,1.13950,1.12938,1.13331,149411
20150224,000000,1.13333,1.13570,1.12870,1.13378,201766
20150225,000000,1.13389,1.13876,1.13346,1.13594,169473
20150226,000000,1.13594,1.13785,1.11825,1.11964,215188
20150227,000000,1.11964,1.12440,1.11746,1.11928,214562
20150302,000000,1.11805,1.12394,1.11589,1.11819,141906
20150303,000000,1.11819,1.12164,1.11534,1.11743,150526
20150304,000000,1.11746,1.11844,1.10604,1.10754,195802
20150305,000000,1.10754,1.11134,1.09862,1.10247,240692
20150306,000000,1.10246,1.10316,1.08376,1.08392,253069
20150309,000000,1.08261,1.09054,1.08215,1.08491,150839
20150310,000000,1.08491,1.08545,1.06915,1.06960,277231
20150311,000000,1.06960,1.07158,1.05099,1.05456,322880
20150312,000000,1.05456,1.06826,1.04929,1.06336,316741
20150313,000000,1.06333,1.06336,1.04613,1.04879,268750
20150316,000000,1.04690,1.06183,1.04685,1.05653,209463
20150317,000000,1.05653,1.06497,1.05502,1.05958,195993
20150318,000000,1.05963,1.10398,1.05788,1.08593,333268
20150319,000000,1.08591,1.09182,1.06117,1.06582,398081
20150320,000000,1.06581,1.08813,1.06472,1.08237,313104
20150323,000000,1.08361,1.09701,1.07662,1.09443,363135
20150324,000000,1.09440,1.10281,1.08894,1.09232,357810
20150325,000000,1.09234,1.10133,1.08997,1.09666,280591
20150326,000000,1.09666,1.10511,1.08552,1.08827,314335
20150327,000000,1.08827,1.09478,1.08001,1.08844,297711
20150330,000000,1.08847,1.08938,1.08088,1.08307,231898
20150331,000000,1.08303,1.08443,1.07119,1.07303,260044
20150401,000000,1.07303,1.07987,1.07174,1.07615,282597
20150402,000000,1.07615,1.09043,1.07492,1.08782,252927
20150403,000000,1.08789,1.10259,1.08626,1.09708,151918
20150406,000000,1.09969,1.10345,1.09086,1.09210,128161
20150407,000000,1.09210,1.09537,1.08021,1.08135,248449
20150408,000000,1.08135,1.08864,1.07617,1.07785,287144
20150409,000000,1.07785,1.07877,1.06365,1.06576,249406
20150410,000000,1.06576,1.06826,1.05667,1.05993,238957
20150413,000000,1.05804,1.06186,1.05192,1.05657,269042
20150414,000000,1.05660,1.07062,1.05301,1.06531,302270
20150415,000000,1.06532,1.07009,1.05695,1.06823,342908
20150416,000000,1.06823,1.08166,1.06235,1.07599,368593
20150417,000000,1.07601,1.08476,1.07324,1.08086,331467
20150420,000000,1.08168,1.08190,1.07110,1.07362,221663
20150421,000000,1.07362,1.07802,1.06587,1.07336,226442
20150422,000000,1.07340,1.07998,1.07074,1.07223,239015
20150423,000000,1.07223,1.08447,1.06649,1.08226,282591
20150424,000000,1.08227,1.08988,1.07838,1.08696,331165
20150427,000000,1.08603,1.09254,1.08182,1.08884,248908
20150428,000000,1.08886,1.09900,1.08590,1.09792,256637
20150429,000000,1.09792,1.11867,1.09582,1.11269,374336
20150430,000000,1.11269,1.12650,1.10700,1.12229,400324
20150501,000000,1.12229,1.12889,1.11733,1.11962,223955
20150504,000000,1.11877,1.12235,1.11214,1.11432,199511
20150505,000000,1.11432,1.12220,1.10653,1.11840,278378
20150506,000000,1.11836,1.13690,1.11737,1.13455,357559
20150507,000000,1.13458,1.13906,1.12361,1.12639,327142
20150508,000000,1.12640,1.12879,1.11778,1.12088,356575
20150511,000000,1.11977,1.12049,1.11297,1.11537,243092
20150512,000000,1.11536,1.12776,1.11332,1.12116,245091
20150513,000000,1.12116,1.13816,1.12013,1.13523,267227
20150514,000000,1.13523,1.14435,1.13395,1.14079,288626
20150515,000000,1.14080,1.14656,1.13224,1.14456,280169
20150518,000000,1.14451,1.14477,1.12974,1.13121,233711
20150519,000000,1.13121,1.13252,1.11172,1.11482,291859
20150520,000000,1.11504,1.11509,1.10610,1.10916,332554
20150521,000000,1.10915,1.11802,1.10785,1.11105,290484
20150522,000000,1.11105,1.12073,1.10010,1.10136,290102
20150525,000000,1.10020,1.10084,1.09577,1.09764,106604
20150526,000000,1.09764,1.09802,1.08622,1.08699,301481
20150527,000000,1.08700,1.09280,1.08180,1.09016,299815
20150528,000000,1.09016,1.09577,1.08657,1.09455,330221
20150529,000000,1.09454,1.10052,1.09245,1.09892,291574
20150601,000000,1.09798,1.09873,1.08860,1.09236,270486
20150602,000000,1.09236,1.11929,1.09146,1.11487,359855
20150603,000000,1.11477,1.12840,1.10781,1.12716,358051
20150604,000000,1.12717,1.13787,1.12212,1.12362,348502
20150605,000000,1.12361,1.12791,1.10482,1.11159,373163
20150608,000000,1.10934,1.13055,1.10824,1.12898,394127
20150609,000000,1.12898,1.13442,1.12117,1.12805,429364
20150610,000000,1.12810,1.13854,1.12582,1.13201,487447
20150611,000000,1.13201,1.13302,1.11798,1.12560,404902
20150612,000000,1.12561,1.12953,1.11487,1.12587,422444
20150615,000000,1.12106,1.12933,1.11878,1.12811,276106
20150616,000000,1.12820,1.13284,1.12036,1.12457,252638
20150617,000000,1.12462,1.13567,1.12026,1.13348,318845
20150618,000000,1.13348,1.14351,1.13291,1.13563,336036
20150619,000000,1.13565,1.13994,1.12906,1.13481,244874
20150622,000000,1.13715,1.14092,1.13105,1.13384,251804
20150623,000000,1.13392,1.13463,1.11337,1.11659,285573
20150624,000000,1.11659,1.12335,1.11532,1.12010,277069
20150625,000000,1.12010,1.12266,1.11526,1.12013,237371
20150626,000000,1.12013,1.12188,1.11288,1.11711,221564
20150629,000000,1.10052,1.12770,1.09527,1.12338,465656
20150630,000000,1.12334,1.12431,1.11110,1.11404,334759
20150701,000000,1.11429,1.11711,1.10415,1.10517,264308
20150702,000000,1.10517,1.11204,1.10310,1.10823,236577
20150703,000000,1.10823,1.11167,1.10639,1.11052,161107
20150706,000000,1.09910,1.10944,1.09679,1.10545,303645
20150707,000000,1.10545,1.10572,1.09152,1.10089,346910
20150708,000000,1.10098,1.10916,1.09729,1.10744,344136
20150709,000000,1.10744,1.11239,1.09904,1.10332,300699
20150710,000000,1.10332,1.12149,1.10280,1.11539,348467
20150713,000000,1.10932,1.11956,1.09928,1.09955,327360
20150714,000000,1.09983,1.10835,1.09641,1.10064,287626
20150715,000000,1.10068,1.10345,1.09286,1.09431,277991
20150716,000000,1.09430,1.09614,1.08543,1.08688,270199
20150717,000000,1.08716,1.09057,1.08271,1.08290,230501
20150720,000000,1.08289,1.08692,1.08070,1.08233,219628
20150721,000000,1.08234,1.09680,1.08105,1.09325,255647
20150722,000000,1.09326,1.09656,1.08681,1.09264,251582
20150723,000000,1.09265,1.10168,1.09199,1.09807,265318
20150724,000000,1.09839,1.09946,1.09242,1.09750,215688
20150727,000000,1.09762,1.11283,1.09678,1.10852,266313
20150728,000000,1.10852,1.10984,1.10210,1.10578,224189
20150729,000000,1.10578,1.10828,1.09656,1.09803,271528
20150730,000000,1.09803,1.09881,1.08922,1.09293,246479
20150731,000000,1.09295,1.11130,1.09200,1.09815,310164
20150803,000000,1.09709,1.09948,1.09400,1.09487,220394
20150804,000000,1.09487,1.09865,1.08779,1.08794,239047
20150805,000000,1.08794,1.09365,1.08469,1.09038,259764
20150806,000000,1.09040,1.09425,1.08721,1.09220,214026
20150807,000000,1.09221,1.09772,1.08541,1.09591,254506
20150810,000000,1.09616,1.10403,1.09241,1.10170,212987
20150811,000000,1.10178,1.10872,1.09594,1.10402,296746
20150812,000000,1.10407,1.12129,1.10229,1.11544,315551
20150813,000000,1.11544,1.11877,1.10790,1.11482,249092
20150814,000000,1.11477,1.11876,1.10967,1.11140,224591
20150817,000000,1.11160,1.11237,1.10575,1.10760,204005
20150818,000000,1.10762,1.10927,1.10159,1.10223,187274
20150819,000000,1.10233,1.11330,1.10166,1.11180,277032
20150820,000000,1.11179,1.12436,1.11060,1.12395,284394
20150821,000000,1.12397,1.13871,1.12281,1.13856,347672
20150824,000000,1.13759,1.17129,1.13682,1.16158,683582
20150825,000000,1.16158,1.16204,1.13950,1.15134,566206
20150826,000000,1.15134,1.15600,1.12904,1.13116,548034
20150827,000000,1.13118,1.13632,1.12018,1.12420,379652
20150828,000000,1.12420,1.13086,1.11545,1.11842,299830
20150831,000000,1.11666,1.12614,1.11652,1.12086,248170
20150901,000000,1.12086,1.13310,1.12068,1.13133,378200
20150902,000000,1.13133,1.13182,1.12153,1.12240,299591
20150903,000000,1.12240,1.12422,1.10861,1.11213,310542
20150904,000000,1.11213,1.11881,1.10884,1.11467,307598
20150907,000000,1.11623,1.11766,1.11202,1.11678,199234
20150908,000000,1.11682,1.12284,1.11513,1.12007,255580
20150909,000000,1.12009,1.12151,1.11306,1.12052,268175
20150910,000000,1.12054,1.12943,1.11704,1.12763,322244
20150911,000000,1.12769,1.13484,1.12530,1.13317,274527
20150914,000000,1.13284,1.13720,1.12824,1.13147,203076
20150915,000000,1.13148,1.13276,1.12577,1.12652,223187
20150916,000000,1.12662,1.13195,1.12130,1.12878,222049
20150917,000000,1.12878,1.14401,1.12832,1.14276,337392
20150918,000000,1.14320,1.14592,1.12680,1.12951,327567
20150921,000000,1.12846,1.13288,1.11800,1.11881,254757
20150922,000000,1.11881,1.12064,1.11122,1.11180,244543
20150923,000000,1.11180,1.12124,1.11041,1.11838,277885
20150924,000000,1.11847,1.12948,1.11633,1.12282,304373
20150925,000000,1.12282,1.12326,1.11150,1.12007,295282
20150928,000000,1.11810,1.12466,1.11450,1.12432,272697
20150929,000000,1.12432,1.12801,1.11927,1.12454,285366
20150930,000000,1.12463,1.12602,1.11562,1.11745,260275
20151001,000000,1.11742,1.12081,1.11338,1.11916,237034
20151002,000000,1.11922,1.13173,1.11488,1.12092,335701
20151005,000000,1.12176,1.12881,1.11722,1.11838,292325
20151006,000000,1.11849,1.12784,1.11708,1.12674,235723
20151007,000000,1.12685,1.12831,1.12103,1.12362,268059
20151008,000000,1.12362,1.13266,1.12334,1.12737,263727
20151009,000000,1.12744,1.13860,1.12660,1.13583,277114
20151012,000000,1.13565,1.13957,1.13525,1.13563,175523
20151013,000000,1.13565,1.14099,1.13428,1.13774,216518
20151014,000000,1.13775,1.14879,1.13762,1.14725,251425
20151015,000000,1.14725,1.14941,1.13620,1.13852,294246
20151016,000000,1.13764,1.13938,1.13331,1.13475,216552
20151019,000000,1.13545,1.13780,1.13043,1.13223,228375
20151020,000000,1.13231,1.13859,1.13215,1.13434,187682
20151021,000000,1.13437,1.13763,1.13327,1.13370,195975
20151022,000000,1.13370,1.13500,1.10988,1.11069,348453
20151023,000000,1.11069,1.11385,1.09953,1.10112,334383
20151026,000000,1.09981,1.10671,1.09969,1.10555,234613
20151027,000000,1.10556,1.10775,1.10291,1.10475,224579
20151028,000000,1.10489,1.10947,1.08958,1.09205,312735
20151029,000000,1.09210,1.09846,1.09009,1.09744,292079
20151030,000000,1.09751,1.10714,1.09644,1.10011,337766
20151102,000000,1.10337,1.10521,1.09992,1.10128,203445
20151103,000000,1.10136,1.10288,1.09347,1.09577,205787
20151104,000000,1.09599,1.09667,1.08430,1.08620,261260
20151105,000000,1.08628,1.08966,1.08324,1.08826,251244
20151106,000000,1.08826,1.08925,1.07042,1.07369,274577
20151109,000000,1.07243,1.07889,1.07181,1.07497,231319
20151110,000000,1.07498,1.07629,1.06731,1.07224,235920
20151111,000000,1.07224,1.07725,1.07044,1.07381,216065
20151112,000000,1.07392,1.08292,1.06898,1.08107,330403
20151113,000000,1.08114,1.08161,1.07129,1.07608,281041
20151116,000000,1.07389,1.07570,1.06733,1.06847,264562
20151117,000000,1.06847,1.06896,1.06295,1.06394,257970
20151118,000000,1.06394,1.06915,1.06155,1.06576,240771
20151119,000000,1.06577,1.07619,1.06538,1.07317,294264
20151120,000000,1.07317,1.07372,1.06385,1.06411,244243
20151123,000000,1.06377,1.06556,1.05910,1.06346,246854
20151124,000000,1.06346,1.06722,1.06183,1.06413,251992
20151125,000000,1.06414,1.06881,1.05646,1.06229,293052
20151126,000000,1.06229,1.06263,1.05988,1.06082,159999
20151127,000000,1.06081,1.06368,1.05673,1.05908,190721
20151130,000000,1.05855,1.05939,1.05568,1.05618,202553
20151201,000000,1.05623,1.06360,1.05612,1.06300,232813
20151202,000000,1.06300,1.06349,1.05496,1.06117,268424
20151203,000000,1.06116,1.09800,1.05157,1.09369,530182
20151204,000000,1.09372,1.09551,1.08350,1.08750,458021
20151207,000000,1.08667,1.08860,1.07950,1.08359,265742
20151208,000000,1.08359,1.09016,1.08290,1.08900,289988
20151209,000000,1.08903,1.10417,1.08780,1.10236,360369
20151210,000000,1.10235,1.10237,1.09235,1.09390,289780
20151211,000000,1.09390,1.10296,1.09255,1.09933,338558
20151214,000000,1.09781,1.10475,1.09444,1.09898,357198
20151215,000000,1.09898,1.10585,1.09036,1.09242,318649
20151216,000000,1.09261,1.10107,1.08862,1.09087,427961
20151217,000000,1.09088,1.09128,1.08015,1.08242,310946
20151218,000000,1.08242,1.08733,1.08038,1.08639,333921
20151221,000000,1.08498,1.09381,1.08458,1.09126,238752
20151222,000000,1.09126,1.09829,1.09012,1.09548,219406
20151223,000000,1.09549,1.09554,1.08686,1.09086,188054
20151224,000000,1.09086,1.09666,1.09019,1.09514,114982
20151228,000000,1.09478,1.09914,1.09478,1.09622,145131
20151229,000000,1.09607,1.09905,1.08979,1.09178,172021
20151230,000000,1.09178,1.09426,1.09006,1.09302,178347
20151231,000000,1.09303,1.09361,1.08517,1.08636,129477
20160104,000000,1.08658,1.09452,1.07800,1.08261,318792
20160105,000000,1.08266,1.08377,1.07095,1.07470,235343
20160106,000000,1.07463,1.07983,1.07104,1.07786,288230
20160107,000000,1.07786,1.09391,1.07700,1.09283,346825
20160108,000000,1.09298,1.09326,1.08022,1.09252,360467
20160111,000000,1.09156,1.09687,1.08465,1.08576,292249
20160112,000000,1.08574,1.08992,1.08184,1.08565,278617
20160113,000000,1.08565,1.08866,1.08038,1.08756,297113
20160114,000000,1.08759,1.09421,1.08335,1.08615,353004
20160115,000000,1.08614,1.09834,1.08533,1.09113,392565
20160118,000000,1.09199,1.09266,1.08676,1.08890,217924
20160119,000000,1.08890,1.09378,1.08582,1.09057,264016
20160120,000000,1.09058,1.09749,1.08761,1.08821,356639
20160121,000000,1.08848,1.09206,1.07764,1.08712,454882
20160122,000000,1.08714,1.08755,1.07880,1.07930,298113
20160125,000000,1.07903,1.08557,1.07866,1.08481,237725
20160126,000000,1.08482,1.08733,1.08176,1.08670,241186
20160127,000000,1.08683,1.09154,1.08495,1.08915,306340
20160128,000000,1.08915,1.09665,1.08685,1.09384,281765
20160129,000000,1.09384,1.09473,1.08087,1.08309,384917
20160201,000000,1.08286,1.09116,1.08139,1.08858,234596
20160202,000000,1.08858,1.09389,1.08814,1.09170,233680
20160203,000000,1.09170,1.11444,1.09025,1.11018,407400
20160204,000000,1.11018,1.12382,1.10684,1.12048,446496
20160205,000000,1.12040,1.12437,1.11076,1.11539,416705
20160208,000000,1.11396,1.12148,1.10854,1.11913,376666
20160209,000000,1.11889,1.13370,1.11611,1.12909,536565
20160210,000000,1.12915,1.13103,1.11592,1.12874,547890
20160211,000000,1.12874,1.13753,1.12728,1.13207,681101
20160212,000000,1.13194,1.13324,1.12128,1.12477,434660
20160215,000000,1.12311,1.12480,1.11269,1.11510,289908
20160216,000000,1.11518,1.11919,1.11230,1.11399,321382
20160217,000000,1.11399,1.11779,1.11048,1.11270,322024
20160218,000000,1.11270,1.11485,1.10697,1.11047,309195
20160219,000000,1.11060,1.11381,1.10652,1.11298,296035
20160222,000000,1.11088,1.11235,1.10019,1.10260,269050
20160223,000000,1.10260,1.10516,1.09890,1.10170,284315
20160224,000000,1.10159,1.10452,1.09560,1.10093,334530
20160225,000000,1.10124,1.10487,1.09855,1.10162,279523
20160226,000000,1.10146,1.10671,1.09106,1.09278,283052
20160229,000000,1.09125,1.09615,1.08580,1.08714,274402
20160301,000000,1.08714,1.08923,1.08330,1.08647,287493
20160302,000000,1.08647,1.08800,1.08244,1.08668,246268
20160303,000000,1.08665,1.09716,1.08523,1.09544,247353
20160304,000000,1.09554,1.10422,1.09019,1.10039,324889
20160307,000000,1.09866,1.10246,1.09389,1.10124,186049
20160308,000000,1.10124,1.10567,1.09924,1.10084,211163
