<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160309,000000,1.10085,1.10337,1.09448,1.09898,189474
20160310,000000,1.09968,1.12171,1.08206,1.11761,536425
20160311,000000,1.11767,1.12087,1.10791,1.11487,346451
20160314,000000,1.11342,1.11752,1.10767,1.10961,249193
20160315,000000,1.11001,1.11239,1.10703,1.11076,231943
20160316,000000,1.11076,1.12413,1.10567,1.12216,320547
20160317,000000,1.12218,1.13414,1.12037,1.13153,358591
20160318,000000,1.13159,1.13358,1.12547,1.12741,246332
20160321,000000,1.12566,1.12836,1.12332,1.12396,97025
20160322,000000,1.12382,1.12588,1.11871,1.12152,121732
20160323,000000,1.12158,1.12224,1.11583,1.11786,98217
20160324,000000,1.11788,1.11866,1.11429,1.11723,90747
20160325,000000,1.11728,1.11802,1.11519,1.11643,42720
20160328,000000,1.11595,1.12186,1.11516,1.11950,46740
20160329,000000,1.11934,1.13021,1.11678,1.12875,116160
20160330,000000,1.12883,1.13645,1.12821,1.13355,122685
20160331,000000,1.13360,1.14106,1.13089,1.13772,132354
20160401,000000,1.13771,1.14367,1.13335,1.13914,141458
20160404,000000,1.13999,1.14116,1.13562,1.13859,105156
20160405,000000,1.13839,1.14040,1.13346,1.13792,117420
20160406,000000,1.13801,1.14306,1.13255,1.13966,123616
20160407,000000,1.13967,1.14529,1.13365,1.13751,129443
20160408,000000,1.13739,1.14180,1.13478,1.13942,85600
20160411,000000,1.14125,1.14463,1.13710,1.14022,92265
20160412,000000,1.14004,1.14635,1.13442,1.13824,120177
20160413,000000,1.13830,1.13900,1.12670,1.12712,123608
20160414,000000,1.12705,1.12936,1.12326,1.12645,112987
20160415,000000,1.12658,1.13158,1.12445,1.12822,97621
20160418,000000,1.12972,1.13309,1.12725,1.13092,94434
20160419,000000,1.13092,1.13835,1.13023,1.13554,93056
20160420,000000,1.13557,1.13869,1.12891,1.12941,103103
20160421,000000,1.12948,1.13974,1.12680,1.12853,126017
20160422,000000,1.12860,1.13074,1.12170,1.12232,116808
20160425,000000,1.12146,1.12770,1.12139,1.12656,108042
20160426,000000,1.12599,1.13384,1.12553,1.12943,108444
20160427,000000,1.12922,1.13601,1.12699,1.13186,116649
20160428,000000,1.13190,1.13667,1.12949,1.13471,138575
20160429,000000,1.13463,1.14582,1.13449,1.14498,131804
20160502,000000,1.14564,1.15350,1.14470,1.15299,117084
20160503,000000,1.15272,1.16152,1.14940,1.14948,132809
20160504,000000,1.14948,1.15285,1.14651,1.14845,140878
20160505,000000,1.14821,1.14926,1.13848,1.14026,114082
20160506,000000,1.14027,1.14763,1.13854,1.14002,119416
20160509,000000,1.13924,1.14186,1.13734,1.13803,105818
20160510,000000,1.13803,1.14086,1.13573,1.13688,105972
20160511,000000,1.13683,1.14453,1.13669,1.14247,104702
20160512,000000,1.14239,1.14281,1.13693,1.13735,104384
20160513,000000,1.13736,1.13786,1.12818,1.13038,119806
20160516,000000,1.13080,1.13413,1.13004,1.13185,78338
20160517,000000,1.13168,1.13473,1.13002,1.13113,95086
20160518,000000,1.13099,1.13150,1.12131,1.12136,109652
20160519,000000,1.12133,1.12290,1.11788,1.12012,110687
20160520,000000,1.12003,1.12360,1.11951,1.12184,80771
20160523,000000,1.12057,1.12416,1.11863,1.12182,87487
20160524,000000,1.12182,1.12259,1.11313,1.11379,96504
20160525,000000,1.11385,1.11657,1.11276,1.11532,88538
20160526,000000,1.11532,1.12157,1.11483,1.11917,93250
20160527,000000,1.11915,1.11995,1.11094,1.11104,92344
20160530,000000,1.11109,1.11435,1.10967,1.11353,75478
20160531,000000,1.11353,1.11722,1.11210,1.11290,103756
20160601,000000,1.11295,1.11930,1.11129,1.11859,111544
20160602,000000,1.11865,1.12189,1.11442,1.11491,112430
20160603,000000,1.11489,1.13723,1.11355,1.13706,126572
20160606,000000,1.13499,1.13916,1.13246,1.13523,122059
20160607,000000,1.13506,1.13794,1.13374,1.13537,97109
20160608,000000,1.13544,1.14096,1.13532,1.13879,101112
20160609,000000,1.13878,1.14143,1.13044,1.13126,109488
20160610,000000,1.13133,1.13202,1.12441,1.12510,113686
20160613,000000,1.12453,1.13018,1.12309,1.12888,128473
20160614,000000,1.12880,1.12972,1.11877,1.12014,120289
20160615,000000,1.12018,1.12976,1.11887,1.12586,122173
20160616,000000,1.12577,1.12937,1.11297,1.12235,162528
20160617,000000,1.12227,1.12951,1.12213,1.12756,122898
20160620,000000,1.13301,1.13812,1.13009,1.13124,130943
20160621,000000,1.13124,1.13485,1.12400,1.12411,114956
20160622,000000,1.12406,1.13366,1.12354,1.12930,109030
20160623,000000,1.12933,1.14199,1.12933,1.13838,144379
20160624,000000,1.13838,1.14268,1.09108,1.10979,299307
20160627,000000,1.10113,1.10825,1.09696,1.10229,197921
20160628,000000,1.10217,1.11104,1.10091,1.10626,145081
20160629,000000,1.10624,1.11294,1.10481,1.11219,147474
20160630,000000,1.11217,1.11532,1.10229,1.11053,168509
20160701,000000,1.11051,1.11682,1.10709,1.11392,130485
20160704,000000,1.11288,1.11584,1.10966,1.11521,84394
20160705,000000,1.11521,1.11850,1.10612,1.10746,120518
20160706,000000,1.10746,1.11104,1.10277,1.10998,153889
20160707,000000,1.11001,1.11060,1.10514,1.10601,132004
20160708,000000,1.10613,1.11194,1.10012,1.10527,130343
20160711,000000,1.10488,1.10734,1.10144,1.10565,112348
20160712,000000,1.10563,1.11249,1.10510,1.10592,138585
20160713,000000,1.10593,1.11186,1.10409,1.10871,133619
20160714,000000,1.10875,1.11637,1.10872,1.11157,146739
20160715,000000,1.11171,1.11477,1.10235,1.10358,136832
20160718,000000,1.10473,1.10832,1.10363,1.10743,112046
20160719,000000,1.10742,1.10793,1.09986,1.10186,103717
20160720,000000,1.10191,1.10291,1.09802,1.10117,104847
20160721,000000,1.10113,1.10592,1.09782,1.10235,131380
20160722,000000,1.10230,1.10398,1.09543,1.09705,111036
20160725,000000,1.09690,1.09979,1.09509,1.09918,90255
20160726,000000,1.09923,1.10287,1.09772,1.09850,102893
20160727,000000,1.09845,1.10640,1.09597,1.10563,124324
20160728,000000,1.10568,1.11184,1.10511,1.10738,117728
20160729,000000,1.10738,1.11964,1.10712,1.11758,139220
20160801,000000,1.11709,1.11823,1.11540,1.11586,94157
20160802,000000,1.11548,1.12326,1.11548,1.12206,109252
20160803,000000,1.12213,1.12258,1.11395,1.11476,96091
20160804,000000,1.11471,1.11551,1.11126,1.11261,103851
20160805,000000,1.11263,1.11601,1.10446,1.10835,94148
20160808,000000,1.10763,1.11038,1.10708,1.10861,78737
20160809,000000,1.10869,1.11214,1.10693,1.11146,82437
20160810,000000,1.11150,1.11889,1.11110,1.11748,94287
20160811,000000,1.11743,1.11904,1.11341,1.11356,94176
20160812,000000,1.11357,1.12202,1.11301,1.11639,94395
20160815,000000,1.11658,1.12025,1.11522,1.11808,82532
20160816,000000,1.11815,1.13214,1.11762,1.12758,123680
20160817,000000,1.12763,1.13148,1.12391,1.12835,113487
20160818,000000,1.12828,1.13651,1.12828,1.13511,116047
20160819,000000,1.13510,1.13584,1.13029,1.13233,107588
20160822,000000,1.13059,1.13295,1.12697,1.13184,101869
20160823,000000,1.13180,1.13541,1.13021,1.13032,94364
20160824,000000,1.13032,1.13103,1.12441,1.12622,102095
20160825,000000,1.12620,1.12964,1.12581,1.12784,82479
20160826,000000,1.12778,1.13396,1.11792,1.11903,123698
20160829,000000,1.11768,1.12066,1.11569,1.11870,102821
20160830,000000,1.11873,1.11911,1.11309,1.11410,98600
20160831,000000,1.11410,1.11643,1.11220,1.11555,110678
20160901,000000,1.11555,1.12041,1.11264,1.11956,112564
20160902,000000,1.11953,1.12514,1.11492,1.11545,124784
20160905,000000,1.11550,1.11812,1.11384,1.11456,88693
20160906,000000,1.11456,1.12619,1.11391,1.12528,113512
20160907,000000,1.12534,1.12708,1.12277,1.12375,109561
20160908,000000,1.12376,1.13258,1.12330,1.12555,121551
20160909,000000,1.12577,1.12838,1.11974,1.12304,114830
20160912,000000,1.12336,1.12671,1.12092,1.12329,132486
20160913,000000,1.12332,1.12595,1.12028,1.12171,123687
20160914,000000,1.12187,1.12730,1.12113,1.12462,115323
20160915,000000,1.12458,1.12831,1.12179,1.12412,125682
20160916,000000,1.12415,1.12489,1.11485,1.11547,116557
20160919,000000,1.11517,1.11969,1.11493,1.11719,105999
20160920,000000,1.11721,1.12123,1.11487,1.11492,108947
20160921,000000,1.11498,1.11952,1.11219,1.11853,136201
20160922,000000,1.11856,1.12560,1.11837,1.12073,107491
20160923,000000,1.12067,1.12393,1.11927,1.12266,95465
20160926,000000,1.12283,1.12780,1.12199,1.12521,109781
20160927,000000,1.12521,1.12577,1.11899,1.12076,110696
20160928,000000,1.12076,1.12358,1.11806,1.12159,108047
20160929,000000,1.12159,1.12486,1.11957,1.12202,115275
20160930,000000,1.12208,1.12496,1.11522,1.12365,135104
20161003,000000,1.12253,1.12425,1.12041,1.12078,78495
20161004,000000,1.12087,1.12375,1.11368,1.12003,116989
20161005,000000,1.12008,1.12321,1.11885,1.12026,93492
20161006,000000,1.12034,1.12113,1.11387,1.11457,103870
20161007,000000,1.11470,1.12037,1.11031,1.11987,165242
20161010,000000,1.11789,1.12018,1.11301,1.11362,85643
20161011,000000,1.11364,1.11413,1.10477,1.10522,86595
20161012,000000,1.10523,1.10665,1.10034,1.10043,121894
20161013,000000,1.10049,1.10565,1.09842,1.10548,121936
20161014,000000,1.10548,1.10569,1.09694,1.09712,96212
20161017,000000,1.09668,1.10067,1.09627,1.09972,96402
20161018,000000,1.09977,1.10251,1.09689,1.09787,95634
20161019,000000,1.09773,1.10038,1.09538,1.09722,93602
20161020,000000,1.09718,1.10380,1.09147,1.09278,107318
20161021,000000,1.09272,1.09286,1.08581,1.08790,96780
20161024,000000,1.08798,1.08985,1.08585,1.08793,86495
20161025,000000,1.08798,1.09037,1.08498,1.08861,101559
20161026,000000,1.08861,1.09456,1.08733,1.09067,101947
20161027,000000,1.09067,1.09410,1.08814,1.08928,109451
20161028,000000,1.08937,1.09906,1.08917,1.09833,123868
20161031,000000,1.09893,1.09897,1.09348,1.09787,92428
20161101,000000,1.09790,1.10678,1.09589,1.10539,109529
20161102,000000,1.10539,1.11220,1.10485,1.10959,128006
20161103,000000,1.10960,1.11247,1.10585,1.11028,126434
20161104,000000,1.11036,1.11390,1.10788,1.11373,113204
20161107,000000,1.10537,1.11091,1.10263,1.10386,118574
20161108,000000,1.10388,1.10658,1.10077,1.10228,97864
20161109,000000,1.10221,1.12983,1.09055,1.09077,295898
20161110,000000,1.09061,1.09524,1.08638,1.08886,191886
20161111,000000,1.08893,1.09220,1.08292,1.08580,177872
20161114,000000,1.08310,1.08391,1.07080,1.07353,194855
20161115,000000,1.07355,1.08153,1.07129,1.07184,163484
20161116,000000,1.07191,1.07584,1.06650,1.06894,153730
20161117,000000,1.06893,1.07445,1.06188,1.06246,161315
20161118,000000,1.06245,1.06417,1.05680,1.05873,175933
20161121,000000,1.05907,1.06480,1.05773,1.06253,170067
20161122,000000,1.06259,1.06566,1.05823,1.06246,157427
20161123,000000,1.06244,1.06425,1.05249,1.05507,155478
20161124,000000,1.05507,1.05842,1.05169,1.05462,144142
20161125,000000,1.05468,1.06262,1.05373,1.05889,167614
20161128,000000,1.06092,1.06844,1.05625,1.06117,169437
20161129,000000,1.06113,1.06533,1.05639,1.06476,151503
20161130,000000,1.06477,1.06654,1.05514,1.05857,176109
20161201,000000,1.05871,1.06677,1.05832,1.06584,179268
20161202,000000,1.06597,1.06888,1.06240,1.06703,167600
20161205,000000,1.06190,1.07950,1.05037,1.07621,205449
20161206,000000,1.07624,1.07840,1.06973,1.07152,148816
20161207,000000,1.07152,1.07671,1.07087,1.07509,126654
20161208,000000,1.07509,1.08720,1.05960,1.06111,174979
20161209,000000,1.06108,1.06285,1.05296,1.05561,139470
20161212,000000,1.05289,1.06504,1.05242,1.06329,160258
20161213,000000,1.06329,1.06657,1.06027,1.06224,159121
20161214,000000,1.06240,1.06689,1.04952,1.05322,176436
20161215,000000,1.05326,1.05384,1.03653,1.04112,220220
20161216,000000,1.04114,1.04729,1.03995,1.04500,169123
20161219,000000,1.04370,1.04782,1.03913,1.04010,148095
20161220,000000,1.04013,1.04167,1.03511,1.03848,144702
20161221,000000,1.03848,1.04498,1.03812,1.04222,128584
20161222,000000,1.04225,1.04985,1.04220,1.04338,129485
20161223,000000,1.04341,1.04675,1.04255,1.04547,103991
20161227,000000,1.04531,1.04621,1.04310,1.04560,100307
20161228,000000,1.04550,1.04786,1.03710,1.04077,126053
20161229,000000,1.04098,1.04928,1.04069,1.04873,140702
20161230,000000,1.04838,1.06531,1.04822,1.05163,182763
20170103,000000,1.04560,1.04889,1.03392,1.04037,145992
20170104,000000,1.04040,1.04987,1.03889,1.04853,154205
20170105,000000,1.04853,1.06141,1.04797,1.06039,194748
20170106,000000,1.06036,1.06198,1.05239,1.05297,158287
20170109,000000,1.05289,1.05832,1.05107,1.05717,125918
20170110,000000,1.05728,1.06272,1.05507,1.05535,132086
20170111,000000,1.05545,1.06228,1.04539,1.05815,171264
20170112,000000,1.05813,1.06846,1.05714,1.06120,169959
20170113,000000,1.06119,1.06728,1.05961,1.06395,128303
20170116,000000,1.06035,1.06356,1.05790,1.05955,104339
20170117,000000,1.05949,1.07194,1.05949,1.07131,152909
20170118,000000,1.07122,1.07151,1.06283,1.06288,122914
20170119,000000,1.06288,1.06767,1.05891,1.06626,141179
20170120,000000,1.06638,1.07095,1.06251,1.07041,138755
20170123,000000,1.07022,1.07692,1.06940,1.07626,133556
20170124,000000,1.07628,1.07749,1.07203,1.07299,117226
20170125,000000,1.07302,1.07697,1.07113,1.07459,114148
20170126,000000,1.07465,1.07657,1.06576,1.06806,118967
20170127,000000,1.06804,1.07248,1.06581,1.06963,111615
20170130,000000,1.07210,1.07403,1.06203,1.06912,112808
20170131,000000,1.06927,1.08122,1.06844,1.07971,140739
20170201,000000,1.07973,1.08076,1.07294,1.07677,117882
20170202,000000,1.07679,1.08288,1.07559,1.07578,123387
20170203,000000,1.07581,1.07976,1.07087,1.07854,121444
20170206,000000,1.07889,1.07911,1.07054,1.07490,115787
20170207,000000,1.07490,1.07501,1.06560,1.06830,110964
20170208,000000,1.06834,1.07140,1.06404,1.06979,107880
20170209,000000,1.06981,1.07095,1.06499,1.06507,84706
20170210,000000,1.06575,1.06676,1.06075,1.06374,81097
20170213,000000,1.06277,1.06582,1.05909,1.05915,116560
20170214,000000,1.05950,1.06333,1.05608,1.05727,132832
20170215,000000,1.05745,1.06091,1.05212,1.05986,136232
20170216,000000,1.05984,1.06792,1.05887,1.06744,136317
20170217,000000,1.06744,1.06764,1.06055,1.06104,129304
20170220,000000,1.06064,1.06329,1.06028,1.06090,96936
20170221,000000,1.06086,1.06152,1.05256,1.05297,123652
20170222,000000,1.05350,1.05739,1.04936,1.05571,150888
20170223,000000,1.05524,1.05952,1.05374,1.05808,135475
20170224,000000,1.05810,1.06178,1.05564,1.05572,128003
20170227,000000,1.05631,1.06305,1.05512,1.05860,121008
20170228,000000,1.05860,1.06300,1.05649,1.05761,132566
20170301,000000,1.05762,1.05892,1.05141,1.05462,164994
20170302,000000,1.05465,1.05516,1.04949,1.05052,128518
20170303,000000,1.05068,1.06238,1.04979,1.06189,145112
20170306,000000,1.06079,1.06401,1.05744,1.05816,101084
20170307,000000,1.05817,1.06024,1.05580,1.05641,99019
20170308,000000,1.05642,1.05742,1.05349,1.05414,113078
20170309,000000,1.05413,1.06150,1.05251,1.05760,147293
20170310,000000,1.05760,1.06991,1.05713,1.06699,141146
20170313,000000,1.06755,1.07143,1.06506,1.06506,125089
20170314,000000,1.06506,1.06624,1.05997,1.06041,113347
20170315,000000,1.06041,1.07400,1.06034,1.07321,136471
20170316,000000,1.07320,1.07703,1.07057,1.07638,144078
20170317,000000,1.07637,1.07824,1.07275,1.07363,117059
20170320,000000,1.07330,1.07772,1.07250,1.07393,96971
20170321,000000,1.07392,1.08193,1.07189,1.08097,134637
20170322,000000,1.08096,1.08245,1.07758,1.07969,133005
20170323,000000,1.07969,1.08049,1.07680,1.07836,122633
20170324,000000,1.07836,1.08179,1.07603,1.08041,114243
20170327,000000,1.08330,1.09058,1.08208,1.08627,112423
20170328,000000,1.08637,1.08726,1.07986,1.08128,98781
20170329,000000,1.08128,1.08265,1.07396,1.07644,111579
20170330,000000,1.07645,1.07696,1.06718,1.06734,105426
20170331,000000,1.06734,1.07018,1.06512,1.06579,109644
20170403,000000,1.06588,1.06811,1.06424,1.06692,91113
20170404,000000,1.06691,1.06772,1.06346,1.06713,88283
20170405,000000,1.06720,1.06891,1.06329,1.06616,100964
20170406,000000,1.06626,1.06840,1.06289,1.06431,98017
20170407,000000,1.06440,1.06667,1.05804,1.05914,120433
20170410,000000,1.05872,1.06067,1.05695,1.05949,78409
20170411,000000,1.05951,1.06300,1.05786,1.06040,86147
20170412,000000,1.06042,1.06750,1.05886,1.06644,95449
20170413,000000,1.06645,1.06777,1.06090,1.06114,91376
20170414,000000,1.06115,1.06295,1.06049,1.06100,49584
20170417,000000,1.06113,1.06702,1.06027,1.06426,57642
20170418,000000,1.06403,1.07360,1.06372,1.07295,101637
20170419,000000,1.07294,1.07367,1.07000,1.07107,82740
20170420,000000,1.07107,1.07775,1.07089,1.07155,84930
20170421,000000,1.07154,1.07380,1.06822,1.07266,81562
20170424,000000,1.09032,1.09046,1.08208,1.08651,122740
20170425,000000,1.08671,1.09499,1.08513,1.09260,92676
20170426,000000,1.09280,1.09508,1.08553,1.09039,111669
20170427,000000,1.09030,1.09328,1.08516,1.08701,103455
20170428,000000,1.08715,1.09473,1.08571,1.08992,93206
20170501,000000,1.09064,1.09239,1.08842,1.08983,53342
20170502,000000,1.08956,1.09332,1.08879,1.09316,74365
20170503,000000,1.09315,1.09368,1.08827,1.08834,88108
20170504,000000,1.08849,1.09872,1.08748,1.09825,106091
20170505,000000,1.09820,1.09989,1.09454,1.09986,99252
20170508,000000,1.10199,1.10212,1.09161,1.09222,102008
20170509,000000,1.09223,1.09333,1.08633,1.08728,101616
20170510,000000,1.08732,1.08981,1.08532,1.08657,96292
20170511,000000,1.08671,1.08930,1.08391,1.08608,88685
20170512,000000,1.08609,1.09342,1.08555,1.09312,87496
20170515,000000,1.09312,1.09894,1.09226,1.09747,79172
20170516,000000,1.09746,1.10972,1.09736,1.10822,105916
20170517,000000,1.10828,1.11622,1.10795,1.11584,130927
20170518,000000,1.11575,1.11719,1.10754,1.11012,159420
20170519,000000,1.11020,1.12118,1.10960,1.12063,106728
20170522,000000,1.11961,1.12635,1.11614,1.12369,98388
20170523,000000,1.12367,1.12679,1.11751,1.11809,126845
20170524,000000,1.11810,1.12200,1.11685,1.12167,115173
20170525,000000,1.12177,1.12501,1.11935,1.12091,99109
20170526,000000,1.12074,1.12345,1.11603,1.11778,99517
20170529,000000,1.11686,1.11898,1.11618,1.11626,56316
20170530,000000,1.11627,1.12051,1.11092,1.11847,104335
20170531,000000,1.11855,1.12522,1.11643,1.12423,107391
20170601,000000,1.12462,1.12567,1.12009,1.12110,91100
20170602,000000,1.12108,1.12851,1.12051,1.12833,92686
20170605,000000,1.12711,1.12835,1.12341,1.12536,75807
20170606,000000,1.12539,1.12842,1.12404,1.12759,88675
20170607,000000,1.12768,1.12825,1.12041,1.12562,99114
20170608,000000,1.12586,1.12692,1.11945,1.12123,108434
20170609,000000,1.12189,1.12366,1.11663,1.11959,118726
20170612,000000,1.12064,1.12321,1.11919,1.12031,84236
20170613,000000,1.12031,1.12248,1.11853,1.12087,78636
20170614,000000,1.12046,1.12958,1.11930,1.12178,127794
20170615,000000,1.12176,1.12286,1.11321,1.11449,121720
20170616,000000,1.11456,1.12017,1.11384,1.11932,92556
20170619,000000,1.12059,1.12129,1.11431,1.11471,82000
20170620,000000,1.11486,1.11649,1.11189,1.11328,95714
20170621,000000,1.11328,1.11690,1.11274,1.11682,89118
20170622,000000,1.11678,1.11779,1.11393,1.11510,92772
20170623,000000,1.11515,1.12088,1.11452,1.11940,75855
20170626,000000,1.11962,1.12198,1.11718,1.11816,91276
20170627,000000,1.11831,1.13494,1.11790,1.13377,115105
20170628,000000,1.13361,1.13906,1.12914,1.13758,150997
20170629,000000,1.13773,1.14456,1.13732,1.14387,129649
20170630,000000,1.14389,1.14453,1.13921,1.14191,123144
20170703,000000,1.14175,1.14267,1.13550,1.13630,92239
20170704,000000,1.13624,1.13769,1.13362,1.13464,96723
20170705,000000,1.13408,1.13687,1.13123,1.13500,109229
20170706,000000,1.13515,1.14247,1.13299,1.14231,114086
20170707,000000,1.14227,1.14399,1.13796,1.13996,110875
20170710,000000,1.13961,1.14180,1.13817,1.13993,78559
20170711,000000,1.13989,1.14797,1.13827,1.14658,94715
20170712,000000,1.14652,1.14896,1.13916,1.14108,131073
20170713,000000,1.14120,1.14559,1.13706,1.13963,109519
20170714,000000,1.13978,1.14718,1.13914,1.14670,101497
20170717,000000,1.14732,1.14870,1.14348,1.14779,92994
20170718,000000,1.14779,1.15832,1.14714,1.15525,137843
20170719,000000,1.15528,1.15563,1.15100,1.15145,97360
20170720,000000,1.15143,1.16585,1.14792,1.16302,149919
20170721,000000,1.16297,1.16828,1.16192,1.16631,118190
20170724,000000,1.16623,1.16842,1.16257,1.16389,104116
20170725,000000,1.16397,1.17122,1.16304,1.16453,120518
20170726,000000,1.16468,1.17398,1.16126,1.17335,136858
20170727,000000,1.17324,1.17768,1.16501,1.16751,149164
20170728,000000,1.16771,1.17641,1.16711,1.17505,135329
20170731,000000,1.17493,1.18453,1.17232,1.18412,117481
20170801,000000,1.18414,1.18444,1.17851,1.18020,123856
20170802,000000,1.18010,1.19103,1.17935,1.18556,119240
20170803,000000,1.18557,1.18930,1.18306,1.18678,117666
20170804,000000,1.18691,1.18891,1.17281,1.17709,114511
20170807,000000,1.17712,1.18140,1.17703,1.17939,91045
20170808,000000,1.17898,1.18238,1.17150,1.17525,107249
20170809,000000,1.17524,1.17639,1.16888,1.17572,132589
20170810,000000,1.17570,1.17850,1.17041,1.17726,128819
20170811,000000,1.17725,1.18476,1.17487,1.18226,122910
20170814,000000,1.18194,1.18384,1.17699,1.17788,95102
20170815,000000,1.17788,1.17926,1.16871,1.17340,114706
20170816,000000,1.17339,1.17787,1.16812,1.17656,129387
20170817,000000,1.17652,1.17899,1.16621,1.17241,140831
20170818,000000,1.17203,1.17745,1.17084,1.17610,134330
20170821,000000,1.17549,1.18281,1.17310,1.18123,95401
20170822,000000,1.18148,1.18242,1.17452,1.17598,102566
20170823,000000,1.17617,1.18232,1.17396,1.18064,103555
20170824,000000,1.18084,1.18178,1.17841,1.17986,106464
20170825,000000,1.17991,1.19417,1.17733,1.19204,113441
20170828,000000,1.19418,1.19838,1.19169,1.19785,90420
20170829,000000,1.19786,1.20703,1.19461,1.19719,146581
20170830,000000,1.19721,1.19842,1.18808,1.18835,114468
20170831,000000,1.18836,1.19125,1.18230,1.19092,121002
20170901,000000,1.19093,1.19798,1.18552,1.18633,106637
20170904,000000,1.18844,1.19221,1.18724,1.18927,80969
20170905,000000,1.18919,1.19407,1.18683,1.19110,117270
20170906,000000,1.19112,1.19502,1.19030,1.19167,110568
20170907,000000,1.19167,1.20596,1.19138,1.20228,130509
20170908,000000,1.20228,1.20922,1.20146,1.20297,126985
20170911,000000,1.20149,1.20295,1.19479,1.19505,94008
20170912,000000,1.19519,1.19782,1.19263,1.19665,107130
20170913,000000,1.19666,1.19948,1.18731,1.18852,105431
20170914,000000,1.18852,1.19223,1.18372,1.19181,117306
20170915,000000,1.19182,1.19872,1.19011,1.19475,117751
20170918,000000,1.19214,1.19693,1.19146,1.19487,96385
20170919,000000,1.19506,1.20066,1.19489,1.19944,112962
20170920,000000,1.19924,1.20342,1.18612,1.18914,123965
20170921,000000,1.18910,1.19536,1.18658,1.19415,114397
20170922,000000,1.19414,1.20046,1.19369,1.19477,74527
20170925,000000,1.18992,1.19365,1.18322,1.18483,82794
20170926,000000,1.18482,1.18615,1.17577,1.17918,87818
20170927,000000,1.17916,1.17953,1.17172,1.17444,86287
20170928,000000,1.17439,1.18040,1.17213,1.17857,88486
20170929,000000,1.17852,1.18324,1.17725,1.18166,78305
20171002,000000,1.17884,1.18150,1.17302,1.17320,78073
20171003,000000,1.17313,1.17736,1.16962,1.17440,73541
20171004,000000,1.17433,1.17878,1.17351,1.17586,72556
20171005,000000,1.17580,1.17789,1.16991,1.17107,69268
20171006,000000,1.17100,1.17388,1.16692,1.17346,77614
20171009,000000,1.17278,1.17559,1.17195,1.17400,33784
20171010,000000,1.17393,1.18255,1.17392,1.18076,58139
20171011,000000,1.18073,1.18692,1.17953,1.18580,65208
20171012,000000,1.18576,1.18798,1.18270,1.18296,69517
20171013,000000,1.18292,1.18748,1.18053,1.18206,75367
20171016,000000,1.18104,1.18197,1.17805,1.17955,63708
20171017,000000,1.17955,1.18001,1.17361,1.17659,65717
20171018,000000,1.17658,1.18053,1.17302,1.17875,65222
20171019,000000,1.17868,1.18579,1.17680,1.18509,80622
20171020,000000,1.18513,1.18580,1.17625,1.17803,83643
20171023,000000,1.17623,1.17774,1.17251,1.17491,61592
20171024,000000,1.17493,1.17929,1.17428,1.17618,65005
20171025,000000,1.17599,1.18177,1.17531,1.18128,83261
20171026,000000,1.18119,1.18367,1.16405,1.16499,93891
20171027,000000,1.16496,1.16569,1.15743,1.16076,87141
20171030,000000,1.16092,1.16578,1.15938,1.16507,61523
20171031,000000,1.16504,1.16614,1.16250,1.16461,62239
20171101,000000,1.16454,1.16572,1.16064,1.16177,70334
20171102,000000,1.16174,1.16872,1.16132,1.16583,77642
20171103,000000,1.16575,1.16904,1.15992,1.16089,62590
20171106,000000,1.16149,1.16239,1.15804,1.16083,59196
20171107,000000,1.16082,1.16155,1.15540,1.15856,62053
20171108,000000,1.15854,1.16111,1.15792,1.15945,59047
20171109,000000,1.15939,1.16548,1.15856,1.16416,75191
20171110,000000,1.16409,1.16778,1.16229,1.16647,57600
20171113,000000,1.16559,1.16753,1.16374,1.16667,50481
20171114,000000,1.16660,1.18051,1.16614,1.17975,64168
20171115,000000,1.17969,1.18607,1.17847,1.17905,78303
20171116,000000,1.17897,1.18008,1.17569,1.17690,67428
20171117,000000,1.17690,1.18218,1.17653,1.17865,78658
20171120,000000,1.17853,1.18087,1.17221,1.17322,73899
20171121,000000,1.17319,1.17577,1.17132,1.17378,59363
20171122,000000,1.17374,1.18269,1.17324,1.18225,61292
20171123,000000,1.18217,1.18560,1.18131,1.18483,48538
20171124,000000,1.18483,1.19442,1.18368,1.19302,55632
20171127,000000,1.19239,1.19612,1.18956,1.18981,61092
20171128,000000,1.18974,1.19200,1.18271,1.18375,75655
20171129,000000,1.18375,1.18829,1.18173,1.18468,71526
20171130,000000,1.18462,1.19314,1.18089,1.19037,75181
20171201,000000,1.19029,1.19403,1.18509,1.18982,98525
20171204,000000,1.18599,1.18785,1.18293,1.18644,68276
20171205,000000,1.18641,1.18767,1.18008,1.18252,63297
20171206,000000,1.18247,1.18481,1.17807,1.17954,64101
20171207,000000,1.17948,1.18146,1.17719,1.17726,56871
20171208,000000,1.17720,1.17766,1.17302,1.17716,61057
20171211,000000,1.17639,1.18117,1.17632,1.17685,51657
20171212,000000,1.17678,1.17927,1.17177,1.17418,53788
20171213,000000,1.17410,1.18315,1.17295,1.18258,64297
20171214,000000,1.18251,1.18625,1.17707,1.17779,75789
20171215,000000,1.17773,1.18123,1.17495,1.17504,65168
20171218,000000,1.17419,1.18341,1.17369,1.17819,58480
20171219,000000,1.17811,1.18487,1.17765,1.18385,63246
20171220,000000,1.18383,1.19017,1.18290,1.18713,59995
