<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
Bimeh,d,20091104,000000,1421.4000,1423.6000,1421.4000,1423.3000,5667787,1423.3000,5718
Bimeh,d,20091107,000000,1458.8000,1458.8000,1423.3000,1423.3000,2112391,1423.300,5718
Bimeh,d,20091108,000000,1417.2000,1417.2000,1375.7000,1378.1000,4824366,1378.1000,5718
Bimeh,d,20091109,000000,1390.4000,1399.8000,1390.4000,1392.9000,1395249,1392.900,5718
Bimeh,d,20091110,000000,1357.2000,1357.2000,1346.5000,1349.5000,2668401,1349.500,5718
Bimeh,d,20091111,000000,1378.0000,1389.7000,1378.0000,1389.7000,1391196,1389.7000,5718
Bimeh,d,20091114,000000,1400.9000,1416.8000,1400.9000,1402.9000,1495718,1402.9000,5718
Bimeh,d,20091115,000000,1401.4000,1401.4000,1357.9000,1358.4000,1771118,1358.400,5718
Bimeh,d,20091116,000000,1357.2000,1357.2000,1325.5000,1325.5000,2482582,1325.5000,5718
Bimeh,d,20091117,000000,1307.1000,1307.1000,1287.9000,1289.5000,3819777,1289.500,5718
Bimeh,d,20091118,000000,1290.4000,1322.6000,1290.4000,1322.6000,2245630,1322.6000,5718
Bimeh,d,20091121,000000,1323.0000,1323.0000,1305.0000,1305.0000,2122686,1305.000,5718
Bimeh,d,20091122,000000,1298.1000,1298.1000,1292.2000,1296.7000,1491261,1296.700,5718
Bimeh,d,20091123,000000,1332.6000,1337.5000,1332.6000,1337.5000,1511433,1337.5000,5718
Bimeh,d,20091124,000000,1379.4000,1383.9000,1379.4000,1383.9000,14396875,1383.9000,5718
Bimeh,d,20091125,000000,1430.0000,1431.0000,1425.2000,1425.2000,3170287,1425.2000,5718
Bimeh,d,20091129,000000,1376.6000,1376.6000,1376.0000,1376.0000,205859,1376.0000,5718
Bimeh,d,20091130,000000,1329.0000,1329.0000,1327.8000,1327.8000,258500,1327.8000,5718
Bimeh,d,20091201,000000,1288.6000,1295.8000,1288.6000,1295.8000,1903658,1295.8000,5718
Bimeh,d,20091202,000000,1300.9000,1325.2000,1300.9000,1325.2000,10446142,1325.2000,5718
Bimeh,d,20091205,000000,1325.9000,1361.7000,1325.9000,1358.8000,594081,1358.8000,5718
Bimeh,d,20091207,000000,1361.1000,1383.8000,1361.1000,1378.9000,504200,1378.9000,5718
Bimeh,d,20091208,000000,1378.9000,1378.9000,1337.5000,1337.5000,725769,1337.5000,5718
Bimeh,d,20091209,000000,1332.8000,1332.8000,1295.5000,1297.7000,826075,1297.7000,5718
Bimeh,d,20091212,000000,1295.4000,1295.4000,1260.3000,1260.3000,1335075,1260.3000,5718
Bimeh,d,20091213,000000,1224.8000,1232.3000,1223.5000,1223.5000,2308546,1223.5000,5718
Bimeh,d,20091214,000000,1231.1000,1255.0000,1231.1000,1237.9000,1176980,1237.9000,5718
Bimeh,d,20091215,000000,1237.9000,1237.9000,1202.2000,1202.2000,1650433,1202.2000,5718
Bimeh,d,20091216,000000,1194.7000,1194.7000,1164.0000,1164.0000,969466,1164.0000,5718
Bimeh,d,20091219,000000,1123.3000,1128.3000,1123.3000,1128.3000,2884631,1128.3000,5718
Bimeh,d,20091220,000000,1130.9000,1142.1000,1130.9000,1142.1000,72958,1142.1000,5718
Bimeh,d,20091221,000000,1142.3000,1159.4000,1142.3000,1159.4000,90590,1159.4000,5718
Bimeh,d,20091222,000000,1199.9000,1199.9000,1194.3000,1194.3000,2439067,1194.3000,5718
Bimeh,d,20091223,000000,1194.3000,1208.6000,1194.3000,1207.0000,46716234,1207.000,5718
