<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
BTCUSDT,d,20170904,000000,4505.0000,4527.4900,3972.5100,4100.1100,1394.644614,4100.1100,5718
BTCUSDT,d,20170905,000000,4106.9700,4484.9900,3603.0000,4366.4700,1228.938157,4366.470,5718
BTCUSDT,d,20170906,000000,4366.4900,4662.8700,4335.2600,4619.7700,807.363726,4619.7700,5718
BTCUSDT,d,20170907,000000,4619.7700,4788.5900,4438.1900,4691.6100,500.429975,4691.610,5718
BTCUSDT,d,20170908,000000,4691.6600,4735.3900,4028.9300,4282.8000,1132.255046,4282.800,5718
BTCUSDT,d,20170909,000000,4282.8000,4426.6200,4150.0600,4258.8100,658.782952,4258.8100,5718
BTCUSDT,d,20170910,000000,4258.8100,4283.0000,3801.0000,4130.3700,660.373275,4130.3700,5718
BTCUSDT,d,20170911,000000,4153.6200,4334.4300,4098.9100,4208.4700,699.989065,4208.470,5718
BTCUSDT,d,20170912,000000,4208.6000,4394.5900,4040.8000,4163.7200,879.630319,4163.7200,5718
BTCUSDT,d,20170913,000000,4159.7200,4165.3800,3760.0000,3944.6900,913.462545,3944.690,5718
BTCUSDT,d,20170914,000000,3944.0000,3993.0000,3165.1300,3189.0200,1665.021543,3189.0200,5718
BTCUSDT,d,20170915,000000,3188.0100,3856.0000,2817.0000,3700.0000,1968.866492,3700.000,5718
BTCUSDT,d,20170916,000000,3674.0100,3950.0000,3470.6600,3714.9500,1297.563953,3714.950,5718
BTCUSDT,d,20170917,000000,3685.2300,3748.2100,3499.0200,3699.9900,682.17121,3699.9900,5718
BTCUSDT,d,20170918,000000,3690.0000,4123.2000,3690.0000,4035.0100,1030.006455,4035.0100,5718
BTCUSDT,d,20170919,000000,4060.0000,4089.9700,3830.9100,3910.0400,902.332129,3910.0400,5718
BTCUSDT,d,20170920,000000,3910.0400,4046.0800,3820.0000,3900.0000,720.935076,3900.0000,5718
BTCUSDT,d,20170921,000000,3889.9900,3910.0000,3567.0000,3609.9900,1001.654084,3609.9900,5718
BTCUSDT,d,20170922,000000,3592.8400,3750.0000,3505.5500,3595.8700,838.966425,3595.8700,5718
BTCUSDT,d,20170923,000000,3595.8800,3817.1900,3542.9100,3780.0000,752.792791,3780.0000,5718
BTCUSDT,d,20170924,000000,3779.5400,3789.9900,3622.7600,3660.0200,661.63639,3660.0200,5718
BTCUSDT,d,20170925,000000,3660.0200,3979.8700,3653.6900,3920.7500,727.994713,3920.7500,5718
BTCUSDT,d,20170926,000000,3928.0000,3976.9900,3850.0500,3882.3500,526.727987,3882.3500,5718
